[11:45:55]	SUCCESS | Loaded texture "Assets/none.png"
[11:45:55]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:45:55]	SUCCESS | Vertex shader ->	Successfully compiled
[11:45:55]	SUCCESS | Fragment shader ->	Successfully compiled
[11:45:55]	SUCCESS | Shader program ->	Successfully linked
[11:45:55]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:45:55]	SUCCESS | Vertex shader ->	Successfully compiled
[11:45:55]	SUCCESS | Fragment shader ->	Successfully compiled
[11:45:55]	SUCCESS | Shader program ->	Successfully linked
[11:45:55]	ERROR   | Failed to open file "".
[11:45:55]	INFO    | - Unloading scene
[11:45:55]	        |
[11:45:55]	        |------------------------------------------------------------------------
[11:45:55]	        |
[11:45:55]	ERROR   | Failed to load scene
[11:45:57]	INFO    | + Loading Game Object "BackGroung"
[11:45:57]	INFO    | +	 Adding transform data to new gameObject
[11:45:57]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:45:57]	SUCCESS | Vertex shader ->	Successfully compiled
[11:45:57]	SUCCESS | Fragment shader ->	Successfully compiled
[11:45:57]	SUCCESS | Shader program ->	Successfully linked
[11:45:57]	INFO    | +	 Adding Sprite to new gameObject
[11:45:57]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:45:57]	        |
[11:45:57]	        |------------------------------------------------------------------------
[11:45:57]	        |
[11:45:57]	INFO    | + Loading Game Object "Button_01"
[11:45:57]	INFO    | +	 Adding transform data to new gameObject
[11:45:57]	INFO    | +	 Adding Sprite to new gameObject
[11:45:57]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:45:57]	INFO    | +	 Adding button script to new gameObject
[11:45:57]	INFO    | +	 Adding box collider 2D to new gameObject
[11:45:57]	        |
[11:45:57]	        |------------------------------------------------------------------------
[11:45:57]	        |
[11:45:57]	INFO    | + Loading Game Object "Button_02"
[11:45:57]	INFO    | +	 Adding transform data to new gameObject
[11:45:57]	INFO    | +	 Adding Sprite to new gameObject
[11:45:57]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:45:57]	INFO    | +	 Adding button script to new gameObject
[11:45:57]	INFO    | +	 Adding box collider 2D to new gameObject
[11:45:57]	        |
[11:45:57]	        |------------------------------------------------------------------------
[11:45:57]	        |
[11:45:57]	INFO    | + Loading Game Object "Button_03"
[11:45:57]	INFO    | +	 Adding transform data to new gameObject
[11:45:57]	INFO    | +	 Adding Sprite to new gameObject
