[09:41:38]	INFO    | Creating GLFW Window
[09:41:41]	SUCCESS | Loaded texture "Assets/none.png"
[09:41:41]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[09:41:41]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Shader program ->	Successfully linked
[09:41:41]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[09:41:41]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Shader program ->	Successfully linked
[09:41:41]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[09:41:41]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[09:41:41]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:41:41]	SUCCESS | Shader program ->	Successfully linked
[09:41:41]	ERROR   | Failed to open file "".
[09:41:41]	INFO    | - Unloading scene
[09:41:41]	ERROR   | Failed to load scene
[09:41:41]	        |
[09:41:41]	        |------------------------------------------------------------------------
[09:41:41]	        |
[09:41:42]	INFO    | + Loading Game Object "BackGroung"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[09:41:42]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:41:42]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:41:42]	SUCCESS | Shader program ->	Successfully linked
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | + Loading Game Object "Button_01"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[09:41:42]	INFO    | +	 Adding button script to new gameObject
[09:41:42]	INFO    | +	 Adding box collider 2D to new gameObject
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | + Loading Game Object "Button_02"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[09:41:42]	INFO    | +	 Adding button script to new gameObject
[09:41:42]	INFO    | +	 Adding box collider 2D to new gameObject
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | + Loading Game Object "Button_03"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[09:41:42]	INFO    | +	 Adding button script to new gameObject
[09:41:42]	INFO    | +	 Adding box collider 2D to new gameObject
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | + Loading Game Object "Loading"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	SUCCESS | Loaded texture "Assets/Loading.png"
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | + Loading Game Object "Loading"
[09:41:42]	INFO    | +	 Adding transform data to new gameObject
[09:41:42]	INFO    | +	 Adding Sprite to new gameObject
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	INFO    | +	 Transform parent found
[09:41:42]	INFO    | +	 Transform parent found
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:42]	SUCCESS | Successfully loaded a new scene
[09:41:42]	        |
[09:41:42]	        |------------------------------------------------------------------------
[09:41:42]	        |
[09:41:43]	INFO    | + Loading Game Object "PlatformGround"
[09:41:43]	INFO    | +	 Adding transform data to new gameObject
[09:41:43]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[09:41:43]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:41:43]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:41:43]	SUCCESS | Shader program ->	Successfully linked
[09:41:43]	INFO    | +	 Adding Model to new gameObject
[09:41:43]	INFO    | +		 Loading new OBJ file
[09:41:43]	        |
[09:41:43]	        |------------------------------------------------------------------------
[09:41:43]	        |
[09:41:43]	SUCCESS | Loaded file "Assets/wallrock.obj"
[09:41:43]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:41:49]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[09:41:49]	SUCCESS | Loaded file "Assets/dirt.mtl"
[09:41:51]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[09:41:51]	INFO    | +	 Adding box collider 3D to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	INFO    | + Loading Game Object "Platform2"
[09:41:51]	INFO    | +	 Adding transform data to new gameObject
[09:41:51]	INFO    | +	 Adding Model to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:41:51]	INFO    | +	 Adding box collider 3D to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	INFO    | + Loading Game Object "Platform3"
[09:41:51]	INFO    | +	 Adding transform data to new gameObject
[09:41:51]	INFO    | +	 Adding Model to new gameObject
[09:41:51]	INFO    | +		 Loading new OBJ file
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	SUCCESS | Loaded file "Assets/dirt.obj"
[09:41:51]	SUCCESS | Loaded file "Assets/dirt.mtl"
[09:41:51]	INFO    | +	 Adding box collider 3D to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	INFO    | + Loading Game Object "Platform4"
[09:41:51]	INFO    | +	 Adding transform data to new gameObject
[09:41:51]	INFO    | +	 Adding Model to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	INFO    | +	 Adding box collider 3D to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
[09:41:51]	INFO    | + Loading Game Object "Platform5"
[09:41:51]	INFO    | +	 Adding transform data to new gameObject
[09:41:51]	INFO    | +	 Adding Model to new gameObject
[09:41:51]	        |
[09:41:51]	        |------------------------------------------------------------------------
[09:41:51]	        |
