[09:12:56]	INFO    | Creating GLFW Window
[09:13:00]	SUCCESS | Loaded texture "Assets/none.png"
[09:13:00]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[09:13:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Shader program ->	Successfully linked
[09:13:00]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[09:13:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Shader program ->	Successfully linked
[09:13:00]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[09:13:00]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[09:13:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:13:00]	SUCCESS | Shader program ->	Successfully linked
[09:13:00]	ERROR   | Failed to open file "".
[09:13:00]	INFO    | - Unloading scene
[09:13:00]	ERROR   | Failed to load scene
[09:13:00]	        |
[09:13:00]	        |------------------------------------------------------------------------
[09:13:00]	        |
[09:13:02]	INFO    | + Loading Game Object "BackGroung"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[09:13:02]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:13:02]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:13:02]	SUCCESS | Shader program ->	Successfully linked
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | + Loading Game Object "Button_01"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[09:13:02]	INFO    | +	 Adding button script to new gameObject
[09:13:02]	INFO    | +	 Adding box collider 2D to new gameObject
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | + Loading Game Object "Button_02"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[09:13:02]	INFO    | +	 Adding button script to new gameObject
[09:13:02]	INFO    | +	 Adding box collider 2D to new gameObject
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | + Loading Game Object "Button_03"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[09:13:02]	INFO    | +	 Adding button script to new gameObject
[09:13:02]	INFO    | +	 Adding box collider 2D to new gameObject
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | + Loading Game Object "Loading"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	SUCCESS | Loaded texture "Assets/Loading.png"
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | + Loading Game Object "Loading"
[09:13:02]	INFO    | +	 Adding transform data to new gameObject
[09:13:02]	INFO    | +	 Adding Sprite to new gameObject
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	INFO    | +	 Transform parent found
[09:13:02]	INFO    | +	 Transform parent found
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:02]	SUCCESS | Successfully loaded a new scene
[09:13:02]	        |
[09:13:02]	        |------------------------------------------------------------------------
[09:13:02]	        |
[09:13:03]	INFO    | + Loading Game Object "PlatformGround"
[09:13:03]	INFO    | +	 Adding transform data to new gameObject
[09:13:03]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[09:13:03]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:13:03]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:13:03]	SUCCESS | Shader program ->	Successfully linked
[09:13:03]	INFO    | +	 Adding Model to new gameObject
[09:13:03]	INFO    | +		 Loading new OBJ file
[09:13:03]	        |
[09:13:03]	        |------------------------------------------------------------------------
[09:13:03]	        |
[09:13:03]	SUCCESS | Loaded file "Assets/wallrock.obj"
[09:13:03]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:13:11]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[09:14:07]	SUCCESS | Loaded file "Assets/dirt.mtl"
[09:14:11]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[09:14:11]	INFO    | +	 Adding box collider 3D to new gameObject
[09:14:11]	        |
[09:14:11]	        |------------------------------------------------------------------------
[09:14:11]	        |
[09:14:11]	INFO    | + Loading Game Object "Platform2"
[09:14:11]	INFO    | +	 Adding transform data to new gameObject
[09:14:11]	INFO    | +	 Adding Model to new gameObject
[09:14:11]	        |
[09:14:11]	        |------------------------------------------------------------------------
[09:14:11]	        |
[09:14:11]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:14:11]	INFO    | +	 Adding box collider 3D to new gameObject
[09:14:11]	        |
[09:14:11]	        |------------------------------------------------------------------------
[09:14:11]	        |
[09:14:11]	INFO    | + Loading Game Object "Platform3"
[09:14:11]	INFO    | +	 Adding transform data to new gameObject
