[11:43:46]	SUCCESS | Loaded texture "Assets/none.png"
[11:43:46]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:43:46]	SUCCESS | Vertex shader ->	Successfully compiled
[11:43:46]	SUCCESS | Fragment shader ->	Successfully compiled
[11:43:46]	SUCCESS | Shader program ->	Successfully linked
[11:43:46]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:43:46]	SUCCESS | Vertex shader ->	Successfully compiled
[11:43:46]	SUCCESS | Fragment shader ->	Successfully compiled
[11:43:46]	SUCCESS | Shader program ->	Successfully linked
[11:43:46]	ERROR   | Failed to open file "".
[11:43:46]	INFO    | - Unloading scene
[11:43:46]	        |
[11:43:46]	        |------------------------------------------------------------------------
[11:43:46]	        |
[11:43:46]	ERROR   | Failed to load scene
[11:43:53]	INFO    | + Loading Game Object "BackGroung"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:43:53]	SUCCESS | Vertex shader ->	Successfully compiled
[11:43:53]	SUCCESS | Fragment shader ->	Successfully compiled
[11:43:53]	SUCCESS | Shader program ->	Successfully linked
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | + Loading Game Object "Button_01"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:43:53]	INFO    | +	 Adding button script to new gameObject
[11:43:53]	INFO    | +	 Adding box collider 2D to new gameObject
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | + Loading Game Object "Button_02"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:43:53]	INFO    | +	 Adding button script to new gameObject
[11:43:53]	INFO    | +	 Adding box collider 2D to new gameObject
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | + Loading Game Object "Button_03"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:43:53]	INFO    | +	 Adding button script to new gameObject
[11:43:53]	INFO    | +	 Adding box collider 2D to new gameObject
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | + Loading Game Object "Loading"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/Loading.png"
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | + Loading Game Object "Loading"
[11:43:53]	INFO    | +	 Adding transform data to new gameObject
[11:43:53]	INFO    | +	 Adding Sprite to new gameObject
[11:43:53]	SUCCESS | Loaded texture "Assets/Loading.png"
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	INFO    | +	 Transform parent found
[11:43:53]	INFO    | +	 Transform parent found
[11:43:53]	        |
[11:43:53]	        |------------------------------------------------------------------------
[11:43:53]	        |
[11:43:53]	SUCCESS | Successfully loaded a new scene
[11:43:54]	INFO    | + Loading Game Object "PlatformGround"
[11:43:54]	INFO    | +	 Adding transform data to new gameObject
[11:43:54]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[11:43:54]	SUCCESS | Vertex shader ->	Successfully compiled
[11:43:54]	SUCCESS | Fragment shader ->	Successfully compiled
[11:43:54]	SUCCESS | Shader program ->	Successfully linked
[11:43:54]	INFO    | +	 Adding Model to new gameObject
[11:43:54]	INFO    | +		 Loading new OBJ file
[11:43:54]	        |
[11:43:54]	        |------------------------------------------------------------------------
[11:43:54]	        |
[11:43:54]	SUCCESS | Loaded file "Assets/wallrock.obj"
[11:43:54]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[11:43:59]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[11:44:00]	SUCCESS | Loaded file "Assets/dirt.mtl"
[11:44:02]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[11:44:02]	INFO    | +	 Adding box collider 3D to new gameObject
[11:44:02]	        |
[11:44:02]	        |------------------------------------------------------------------------
[11:44:02]	        |
[11:44:02]	INFO    | + Loading Game Object "Platform2"
[11:44:02]	INFO    | +	 Adding transform data to new gameObject
[11:44:02]	INFO    | +	 Adding Model to new gameObject
[11:44:02]	        |
[11:44:02]	        |------------------------------------------------------------------------
[11:44:02]	        |
[11:44:02]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[11:44:07]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[11:44:08]	INFO    | +	 Adding box collider 3D to new gameObject
[11:44:08]	        |
[11:44:08]	        |------------------------------------------------------------------------
[11:44:08]	        |
[11:44:08]	INFO    | + Loading Game Object "Platform3"
[11:44:08]	INFO    | +	 Adding transform data to new gameObject
[11:44:08]	INFO    | +	 Adding Model to new gameObject
[11:44:08]	INFO    | +		 Loading new OBJ file
[11:44:08]	        |
[11:44:08]	        |------------------------------------------------------------------------
[11:44:08]	        |
[11:44:08]	SUCCESS | Loaded file "Assets/dirt.obj"
[11:44:08]	SUCCESS | Loaded file "Assets/dirt.mtl"
[11:44:10]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[11:44:10]	INFO    | +	 Adding box collider 3D to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "Platform4"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding Model to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | +	 Adding box collider 3D to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "Platform5"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding Model to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | +	 Adding box collider 3D to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "Wall_SciFi_01"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding Model to new gameObject
[11:44:10]	INFO    | +		 Loading new OBJ file
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	SUCCESS | Loaded file "Assets/scifi_01.obj"
[11:44:10]	SUCCESS | Loaded file "Assets/TexturCom_Scifi_Panel.mtl"
[11:44:10]	FAILURE | Failed to load texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_albedo.png"
[11:44:10]	FAILURE | Failed to load texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_normal.png"
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "Player"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding player script to new gameObject
[11:44:10]	INFO    | +	 Adding light to new gameObject
[11:44:10]	INFO    | +	 Adding sphere collider 3D to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "PlayerGFX"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding Model to new gameObject
[11:44:10]	INFO    | +		 Loading new OBJ file
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	SUCCESS | Loaded file "Assets/Shapes/sphere.obj"
[11:44:10]	SUCCESS | Loaded file "Assets/Shapes/sphere.mtl"
[11:44:10]	SUCCESS | Loaded file "Assets/Shapes/sphere.mtl"
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:10]	INFO    | + Loading Game Object "Main_Camera"
[11:44:10]	INFO    | +	 Adding transform data to new gameObject
[11:44:10]	INFO    | +	 Adding camera to new gameObject
[11:44:10]	        |
[11:44:10]	        |------------------------------------------------------------------------
[11:44:10]	        |
[11:44:11]	INFO    | + Loading Game Object "Light_01"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding light to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Light_02"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding light to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Light_03"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding light to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "BackGroungPauseMenu"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding Sprite to new gameObject
[11:44:11]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Button_01"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding Sprite to new gameObject
[11:44:11]	SUCCESS | Loaded texture "Assets/ButtonResume.png"
[11:44:11]	INFO    | +	 Adding button script to new gameObject
[11:44:11]	INFO    | +	 Adding box collider 2D to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Button_02"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding Sprite to new gameObject
[11:44:11]	SUCCESS | Loaded texture "Assets/ButtonSave.png"
[11:44:11]	INFO    | +	 Adding button script to new gameObject
[11:44:11]	INFO    | +	 Adding box collider 2D to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Button_03"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	INFO    | +	 Adding Sprite to new gameObject
[11:44:11]	SUCCESS | Loaded texture "Assets/ButtonBack.png"
[11:44:11]	INFO    | +	 Adding button script to new gameObject
[11:44:11]	INFO    | +	 Adding box collider 2D to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | + Loading Game Object "Menu"
[11:44:11]	INFO    | +	 Adding transform data to new gameObject
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	INFO    | +	 Transform parent found
[11:44:11]	        |
[11:44:11]	        |------------------------------------------------------------------------
[11:44:11]	        |
[11:44:11]	SUCCESS | Successfully loaded a new scene
[11:44:58]	INFO    | - Destroying Graph
[11:44:58]	INFO    | - Unloading scene
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Loading
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Loading
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Button_03
[11:44:58]	INFO    | -		Destroying Component Box Collider 2D
[11:44:58]	INFO    | -		Destroying Component Button
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Button_02
[11:44:58]	INFO    | -		Destroying Component Box Collider 2D
[11:44:58]	INFO    | -		Destroying Component Button
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Button_01
[11:44:58]	INFO    | -		Destroying Component Box Collider 2D
[11:44:58]	INFO    | -		Destroying Component Button
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : BackGroung
[11:44:58]	INFO    | -		Destroying Component Sprite
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | - Unloading scene
[11:44:58]	        |
[11:44:58]	        |------------------------------------------------------------------------
[11:44:58]	        |
[11:44:58]	INFO    | -	 Destroying Object : Menu
[11:44:58]	INFO    | -		Destroying Component PauseMenu
[11:44:58]	INFO    | -		Destroying Component Transform
[11:44:58]	        |
