[13:26:00]	INFO    | Creating GLFW Window
[13:26:03]	INFO    | Creating ResourcesManager
[13:26:03]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/abnes.ttf"
[13:26:03]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/arial.ttf"
[13:26:03]	SUCCESS | Loaded texture "Assets/none.png"
[13:26:03]	INFO    | + Loading Shaders "Resource/Shader/Text.shad"
[13:26:04]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Shader program ->	Successfully linked
[13:26:04]	        |
[13:26:04]	        |------------------------------------------------------------------------
[13:26:04]	        |
[13:26:04]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[13:26:04]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Shader program ->	Successfully linked
[13:26:04]	        |
[13:26:04]	        |------------------------------------------------------------------------
[13:26:04]	        |
[13:26:04]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[13:26:04]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Shader program ->	Successfully linked
[13:26:04]	        |
[13:26:04]	        |------------------------------------------------------------------------
[13:26:04]	        |
[13:26:04]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[13:26:04]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[13:26:04]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Shader program ->	Successfully linked
[13:26:04]	        |
[13:26:04]	        |------------------------------------------------------------------------
[13:26:04]	        |
[13:26:04]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[13:26:04]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:26:04]	SUCCESS | Shader program ->	Successfully linked
[13:26:04]	        |
[13:26:04]	        |------------------------------------------------------------------------
[13:26:04]	        |
[13:26:04]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:26:04]	INFO    | + Loading Game Object "Button_01"
[13:26:04]	INFO    | +	 Adding transform data to new gameObject
[13:26:04]	INFO    | +	 Adding Sprite to new gameObject
[13:26:04]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[13:26:04]	INFO    | +	 Adding button script to new gameObject
[13:26:04]	INFO    | +	 Adding box collider 2D to new gameObject
[13:26:05]	        |
[13:26:05]	        |------------------------------------------------------------------------
[13:26:05]	        |
[13:26:05]	INFO    | + Loading Game Object "Button_02"
[13:26:05]	INFO    | +	 Adding transform data to new gameObject
[13:26:05]	INFO    | +	 Adding Sprite to new gameObject
[13:26:05]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[13:26:05]	INFO    | +	 Adding button script to new gameObject
