[09:49:55]	INFO    | Creating GLFW Window
[09:49:57]	SUCCESS | Loaded texture "Assets/none.png"
[09:49:57]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[09:49:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Shader program ->	Successfully linked
[09:49:57]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[09:49:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Shader program ->	Successfully linked
[09:49:57]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[09:49:57]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[09:49:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Shader program ->	Successfully linked
[09:49:57]	INFO    | + Loading Game Object "BackGroung"
[09:49:57]	INFO    | +	 Adding transform data to new gameObject
[09:49:57]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[09:49:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:49:57]	SUCCESS | Shader program ->	Successfully linked
[09:49:57]	INFO    | +	 Adding Sprite to new gameObject
[09:49:57]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[09:49:57]	        |
[09:49:57]	        |------------------------------------------------------------------------
[09:49:57]	        |
[09:49:57]	INFO    | + Loading Game Object "Button_01"
[09:49:57]	INFO    | +	 Adding transform data to new gameObject
[09:49:57]	INFO    | +	 Adding Sprite to new gameObject
[09:49:58]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[09:49:58]	INFO    | +	 Adding button script to new gameObject
[09:49:58]	INFO    | +	 Adding box collider 2D to new gameObject
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:49:58]	INFO    | + Loading Game Object "Button_02"
[09:49:58]	INFO    | +	 Adding transform data to new gameObject
[09:49:58]	INFO    | +	 Adding Sprite to new gameObject
[09:49:58]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[09:49:58]	INFO    | +	 Adding button script to new gameObject
[09:49:58]	INFO    | +	 Adding box collider 2D to new gameObject
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:49:58]	INFO    | + Loading Game Object "Button_03"
[09:49:58]	INFO    | +	 Adding transform data to new gameObject
[09:49:58]	INFO    | +	 Adding Sprite to new gameObject
[09:49:58]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[09:49:58]	INFO    | +	 Adding button script to new gameObject
[09:49:58]	INFO    | +	 Adding box collider 2D to new gameObject
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:49:58]	INFO    | + Loading Game Object "Button_04"
[09:49:58]	INFO    | +	 Adding transform data to new gameObject
[09:49:58]	INFO    | +	 Adding Sprite to new gameObject
[09:49:58]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[09:49:58]	INFO    | +	 Adding button script to new gameObject
[09:49:58]	INFO    | +	 Adding box collider 2D to new gameObject
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:49:58]	SUCCESS | Successfully loaded a new scene
[09:49:58]	        |
[09:49:58]	        |------------------------------------------------------------------------
[09:49:58]	        |
[09:51:57]	INFO    | + Loading Game Object "Wall_SciFi_01"
[09:51:57]	INFO    | +	 Adding transform data to new gameObject
[09:51:57]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[09:51:57]	SUCCESS | Vertex Shader ->	Successfully compiled
