[11:21:05]	INFO    | Creating GLFW Window
[11:21:08]	SUCCESS | Loaded texture "Assets/none.png"
[11:21:08]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:21:08]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Shader program ->	Successfully linked
[11:21:08]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:21:08]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Shader program ->	Successfully linked
[11:21:08]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[11:21:08]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:21:08]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:21:08]	SUCCESS | Shader program ->	Successfully linked
[11:21:08]	ERROR   | Failed to open file "".
[11:21:08]	INFO    | - Unloading scene
[11:21:08]	ERROR   | Failed to load scene
[11:21:08]	        |
[11:21:08]	        |------------------------------------------------------------------------
[11:21:08]	        |
[11:21:09]	INFO    | + Loading Game Object "BackGroung"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:21:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:21:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:21:09]	SUCCESS | Shader program ->	Successfully linked
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | + Loading Game Object "Button_01"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:21:09]	INFO    | +	 Adding button script to new gameObject
[11:21:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | + Loading Game Object "Button_02"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:21:09]	INFO    | +	 Adding button script to new gameObject
[11:21:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | + Loading Game Object "Button_03"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:21:09]	INFO    | +	 Adding button script to new gameObject
[11:21:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | + Loading Game Object "Loading"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	SUCCESS | Loaded texture "Assets/Loading.png"
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | + Loading Game Object "Loading"
[11:21:09]	INFO    | +	 Adding transform data to new gameObject
[11:21:09]	INFO    | +	 Adding Sprite to new gameObject
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	INFO    | +	 Transform parent found
[11:21:09]	INFO    | +	 Transform parent found
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:09]	SUCCESS | Successfully loaded a new scene
[11:21:09]	        |
[11:21:09]	        |------------------------------------------------------------------------
[11:21:09]	        |
[11:21:11]	INFO    | + Loading Game Object "PlatformGround"
[11:21:11]	INFO    | +	 Adding transform data to new gameObject
[11:21:11]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[11:21:11]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:21:11]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:21:11]	SUCCESS | Shader program ->	Successfully linked
[11:21:11]	INFO    | +	 Adding Model to new gameObject
[11:21:11]	INFO    | +		 Loading new OBJ file
[11:21:11]	        |
[11:21:11]	        |------------------------------------------------------------------------
[11:21:11]	        |
[11:21:11]	SUCCESS | Loaded file "Assets/wallrock.obj"
[11:21:11]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[11:21:16]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[11:21:16]	SUCCESS | Loaded file "Assets/dirt.mtl"
[11:21:18]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[11:21:18]	INFO    | +	 Adding box collider 3D to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | + Loading Game Object "Platform2"
[11:21:18]	INFO    | +	 Adding transform data to new gameObject
[11:21:18]	INFO    | +	 Adding Model to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[11:21:18]	INFO    | +	 Adding box collider 3D to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | + Loading Game Object "Platform3"
[11:21:18]	INFO    | +	 Adding transform data to new gameObject
[11:21:18]	INFO    | +	 Adding Model to new gameObject
[11:21:18]	INFO    | +		 Loading new OBJ file
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	SUCCESS | Loaded file "Assets/dirt.obj"
[11:21:18]	SUCCESS | Loaded file "Assets/dirt.mtl"
[11:21:18]	INFO    | +	 Adding box collider 3D to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | + Loading Game Object "Platform4"
[11:21:18]	INFO    | +	 Adding transform data to new gameObject
[11:21:18]	INFO    | +	 Adding Model to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | +	 Adding box collider 3D to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | + Loading Game Object "Platform5"
[11:21:18]	INFO    | +	 Adding transform data to new gameObject
[11:21:18]	INFO    | +	 Adding Model to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
[11:21:18]	INFO    | +	 Adding box collider 3D to new gameObject
[11:21:18]	        |
[11:21:18]	        |------------------------------------------------------------------------
[11:21:18]	        |
