[11:04:03]	INFO    | Creating GLFW Window
[11:04:05]	SUCCESS | Loaded texture "Assets/none.png"
[11:04:05]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:04:05]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Shader program ->	Successfully linked
[11:04:05]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:04:05]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Shader program ->	Successfully linked
[11:04:05]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[11:04:05]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:04:05]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Shader program ->	Successfully linked
[11:04:05]	INFO    | + Loading Game Object "BackGroung"
[11:04:05]	INFO    | +	 Adding transform data to new gameObject
[11:04:05]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:04:05]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:04:05]	SUCCESS | Shader program ->	Successfully linked
[11:04:05]	INFO    | +	 Adding Sprite to new gameObject
[11:04:05]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:04:05]	        |
[11:04:05]	        |------------------------------------------------------------------------
[11:04:05]	        |
[11:04:05]	INFO    | + Loading Game Object "Button_01"
[11:04:05]	INFO    | +	 Adding transform data to new gameObject
[11:04:05]	INFO    | +	 Adding Sprite to new gameObject
[11:04:06]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:04:06]	INFO    | +	 Adding button script to new gameObject
[11:04:06]	INFO    | +	 Adding box collider 2D to new gameObject
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:06]	INFO    | + Loading Game Object "Button_02"
[11:04:06]	INFO    | +	 Adding transform data to new gameObject
[11:04:06]	INFO    | +	 Adding Sprite to new gameObject
[11:04:06]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[11:04:06]	INFO    | +	 Adding button script to new gameObject
[11:04:06]	INFO    | +	 Adding box collider 2D to new gameObject
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:06]	INFO    | + Loading Game Object "Button_03"
[11:04:06]	INFO    | +	 Adding transform data to new gameObject
[11:04:06]	INFO    | +	 Adding Sprite to new gameObject
[11:04:06]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:04:06]	INFO    | +	 Adding button script to new gameObject
[11:04:06]	INFO    | +	 Adding box collider 2D to new gameObject
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:06]	INFO    | + Loading Game Object "Button_04"
[11:04:06]	INFO    | +	 Adding transform data to new gameObject
[11:04:06]	INFO    | +	 Adding Sprite to new gameObject
[11:04:06]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:04:06]	INFO    | +	 Adding button script to new gameObject
[11:04:06]	INFO    | +	 Adding box collider 2D to new gameObject
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:06]	SUCCESS | Successfully loaded a new scene
[11:04:06]	        |
[11:04:06]	        |------------------------------------------------------------------------
[11:04:06]	        |
[11:04:07]	INFO    | + Loading Game Object "Wall_SciFi_01"
[11:04:07]	INFO    | +	 Adding transform data to new gameObject
[11:04:07]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[11:04:07]	SUCCESS | Vertex Shader ->	Successfully compiled
