[15:14:04]	SUCCESS | Loaded texture "Assets/none.png"
[15:14:04]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[15:14:04]	SUCCESS | Vertex shader ->	Successfully compiled
[15:14:04]	SUCCESS | Fragment shader ->	Successfully compiled
[15:14:04]	SUCCESS | Shader program ->	Successfully linked
[15:14:04]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[15:14:04]	SUCCESS | Vertex shader ->	Successfully compiled
[15:14:04]	SUCCESS | Fragment shader ->	Successfully compiled
[15:14:04]	SUCCESS | Shader program ->	Successfully linked
[15:14:04]	ERROR   | Failed to open file "".
[15:14:04]	INFO    | - Unloading scene
[15:14:04]	        |
[15:14:04]	        |------------------------------------------------------------------------
[15:14:04]	        |
[15:14:04]	ERROR   | Failed to load scene
[15:14:07]	INFO    | + Loading Game Object "BackGroung"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[15:14:07]	SUCCESS | Vertex shader ->	Successfully compiled
[15:14:07]	SUCCESS | Fragment shader ->	Successfully compiled
[15:14:07]	SUCCESS | Shader program ->	Successfully linked
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | + Loading Game Object "Button_01"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[15:14:07]	INFO    | +	 Adding button script to new gameObject
[15:14:07]	INFO    | +	 Adding box collider 2D to new gameObject
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | + Loading Game Object "Button_02"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[15:14:07]	INFO    | +	 Adding button script to new gameObject
[15:14:07]	INFO    | +	 Adding box collider 2D to new gameObject
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | + Loading Game Object "Button_03"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[15:14:07]	INFO    | +	 Adding button script to new gameObject
[15:14:07]	INFO    | +	 Adding box collider 2D to new gameObject
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | + Loading Game Object "Loading"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/Loading.png"
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | + Loading Game Object "Loading"
[15:14:07]	INFO    | +	 Adding transform data to new gameObject
[15:14:07]	INFO    | +	 Adding Sprite to new gameObject
[15:14:07]	SUCCESS | Loaded texture "Assets/Loading.png"
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	INFO    | +	 Transform parent found
[15:14:07]	INFO    | +	 Transform parent found
[15:14:07]	        |
[15:14:07]	        |------------------------------------------------------------------------
[15:14:07]	        |
[15:14:07]	SUCCESS | Successfully loaded a new scene
[15:14:09]	INFO    | + Loading Game Object "PlatformGround"
[15:14:09]	INFO    | +	 Adding transform data to new gameObject
[15:14:09]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[15:14:09]	SUCCESS | Vertex shader ->	Successfully compiled
[15:14:09]	SUCCESS | Fragment shader ->	Successfully compiled
[15:14:09]	SUCCESS | Shader program ->	Successfully linked
[15:14:09]	INFO    | +	 Adding Model to new gameObject
[15:14:09]	INFO    | +		 Loading new OBJ file
[15:14:09]	        |
[15:14:09]	        |------------------------------------------------------------------------
[15:14:09]	        |
[15:14:09]	SUCCESS | Loaded file "Assets/wallrock.obj"
[15:14:09]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[15:14:14]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[15:14:14]	SUCCESS | Loaded file "Assets/dirt.mtl"
[15:14:17]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[15:14:17]	INFO    | +	 Adding box collider 3D to new gameObject
[15:14:17]	        |
[15:14:17]	        |------------------------------------------------------------------------
[15:14:17]	        |
[15:14:17]	INFO    | + Loading Game Object "Platform2"
[15:14:17]	INFO    | +	 Adding transform data to new gameObject
[15:14:17]	INFO    | +	 Adding Model to new gameObject
[15:14:17]	        |
[15:14:17]	        |------------------------------------------------------------------------
[15:14:17]	        |
[15:14:17]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[15:14:22]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[15:14:22]	INFO    | +	 Adding box collider 3D to new gameObject
[15:14:22]	        |
[15:14:22]	        |------------------------------------------------------------------------
[15:14:22]	        |
[15:14:22]	INFO    | + Loading Game Object "Platform3"
[15:14:22]	INFO    | +	 Adding transform data to new gameObject
[15:14:22]	INFO    | +	 Adding Model to new gameObject
[15:14:22]	INFO    | +		 Loading new OBJ file
[15:14:22]	        |
[15:14:22]	        |------------------------------------------------------------------------
[15:14:22]	        |
[15:14:22]	SUCCESS | Loaded file "Assets/dirt.obj"
[15:14:22]	SUCCESS | Loaded file "Assets/dirt.mtl"
[15:14:24]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[15:14:25]	INFO    | +	 Adding box collider 3D to new gameObject
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	INFO    | + Loading Game Object "Platform4"
[15:14:25]	INFO    | +	 Adding transform data to new gameObject
[15:14:25]	INFO    | +	 Adding Model to new gameObject
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	INFO    | +	 Adding box collider 3D to new gameObject
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	INFO    | + Loading Game Object "Platform5"
[15:14:25]	INFO    | +	 Adding transform data to new gameObject
[15:14:25]	INFO    | +	 Adding Model to new gameObject
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	INFO    | +	 Adding box collider 3D to new gameObject
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	INFO    | + Loading Game Object "Wall_SciFi_01"
[15:14:25]	INFO    | +	 Adding transform data to new gameObject
[15:14:25]	INFO    | +	 Adding Model to new gameObject
[15:14:25]	INFO    | +		 Loading new OBJ file
[15:14:25]	        |
[15:14:25]	        |------------------------------------------------------------------------
[15:14:25]	        |
[15:14:25]	SUCCESS | Loaded file "Assets/scifi_01.obj"
[15:14:25]	SUCCESS | Loaded file "Assets/TexturCom_Scifi_Panel.mtl"
[15:14:25]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_albedo.png"
[15:14:25]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_normal.png"
[15:14:25]	SUCCESS | Loaded file "Assets/TexturCom_Scifi_Panel.mtl"
[15:14:25]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_albedo.png"
[15:14:26]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_1K_normal.png"
[15:14:26]	INFO    | +	 Adding box collider 3D to new gameObject
