[13:03:34]	SUCCESS | Loaded texture "Assets/none.png"
[13:03:34]	ERROR   | Failed to open file "".
[13:03:34]	INFO    | - Unloading scene
[13:03:34]	        |
[13:03:34]	        |------------------------------------------------------------------------
[13:03:34]	        |
[13:03:34]	ERROR   | Failed to load scene
[13:03:41]	INFO    | + Loading Game Object "BackGroung"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[13:03:41]	SUCCESS | Vertex shader ->	Successfully compiled
[13:03:41]	SUCCESS | Fragment shader ->	Successfully compiled
[13:03:41]	SUCCESS | Shader program ->	Successfully linked
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | + Loading Game Object "Button_01"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[13:03:41]	INFO    | +	 Adding button script to new gameObject
[13:03:41]	INFO    | +	 Adding box collider 2D to new gameObject
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | + Loading Game Object "Button_02"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[13:03:41]	INFO    | +	 Adding button script to new gameObject
[13:03:41]	INFO    | +	 Adding box collider 2D to new gameObject
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | + Loading Game Object "Button_03"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[13:03:41]	INFO    | +	 Adding button script to new gameObject
[13:03:41]	INFO    | +	 Adding box collider 2D to new gameObject
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | + Loading Game Object "Loading"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | + Loading Game Object "Loading"
[13:03:41]	INFO    | +	 Adding transform data to new gameObject
[13:03:41]	INFO    | +	 Adding Sprite to new gameObject
[13:03:41]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	INFO    | +	 Transform parent found
[13:03:41]	INFO    | +	 Transform parent found
[13:03:41]	        |
[13:03:41]	        |------------------------------------------------------------------------
[13:03:41]	        |
[13:03:41]	SUCCESS | Successfully loaded a new scene
[13:03:43]	INFO    | + Loading Game Object "Platform"
[13:03:43]	INFO    | +	 Adding transform data to new gameObject
[13:03:43]	INFO    | +	 Adding box collider 3D to new gameObject
[13:03:43]	        |
[13:03:43]	        |------------------------------------------------------------------------
[13:03:43]	        |
[13:03:43]	INFO    | + Loading Game Object "PlatformGFX"
[13:03:43]	INFO    | +	 Adding transform data to new gameObject
[13:03:43]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[13:03:43]	SUCCESS | Vertex shader ->	Successfully compiled
[13:03:43]	SUCCESS | Fragment shader ->	Successfully compiled
[13:03:43]	SUCCESS | Shader program ->	Successfully linked
[13:03:43]	INFO    | +	 Adding Model to new gameObject
[13:03:43]	INFO    | +		 Loading new OBJ file
[13:03:43]	        |
[13:03:43]	        |------------------------------------------------------------------------
[13:03:43]	        |
[13:03:43]	SUCCESS | Loaded file "Assets/wallrock.obj"
[13:03:43]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[13:03:48]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	INFO    | + Loading Game Object "Platform2"
[13:03:48]	INFO    | +	 Adding transform data to new gameObject
[13:03:48]	INFO    | +	 Adding box collider 3D to new gameObject
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	INFO    | + Loading Game Object "PlatformGFX2"
[13:03:48]	INFO    | +	 Adding transform data to new gameObject
[13:03:48]	INFO    | +	 Adding Model to new gameObject
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	INFO    | + Loading Game Object "Platform3"
[13:03:48]	INFO    | +	 Adding transform data to new gameObject
[13:03:48]	INFO    | +	 Adding box collider 3D to new gameObject
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	INFO    | + Loading Game Object "PlatformGFX3"
[13:03:48]	INFO    | +	 Adding transform data to new gameObject
[13:03:48]	INFO    | +	 Adding Model to new gameObject
[13:03:48]	INFO    | +		 Loading new OBJ file
[13:03:48]	        |
[13:03:48]	        |------------------------------------------------------------------------
[13:03:48]	        |
[13:03:48]	SUCCESS | Loaded file "Assets/dirt.obj"
[13:03:48]	SUCCESS | Loaded file "Assets/dirt.mtl"
[13:03:51]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Platform4"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding box collider 3D to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "PlatformGFX4"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Model to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Platform5"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding box collider 3D to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "PlatformGFX5"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Model to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Player"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding player script to new gameObject
[13:03:51]	INFO    | +	 Adding light to new gameObject
[13:03:51]	INFO    | +	 Adding sphere collider 3D to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "PlayerGFX"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Model to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Main_Camera"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding camera to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Light_01"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding light to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Light_02"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding light to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "BackGroungPauseMenu"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Sprite to new gameObject
[13:03:51]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Button_01"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Sprite to new gameObject
[13:03:51]	SUCCESS | Loaded texture "Assets/ButtonResume.png"
[13:03:51]	INFO    | +	 Adding button script to new gameObject
[13:03:51]	INFO    | +	 Adding box collider 2D to new gameObject
[13:03:51]	        |
[13:03:51]	        |------------------------------------------------------------------------
[13:03:51]	        |
[13:03:51]	INFO    | + Loading Game Object "Button_02"
[13:03:51]	INFO    | +	 Adding transform data to new gameObject
[13:03:51]	INFO    | +	 Adding Sprite to new gameObject
[13:03:51]	SUCCESS | Loaded texture "Assets/ButtonSave.png"
[13:03:51]	INFO    | +	 Adding button script to new gameObject
