[09:18:21]	INFO    | Creating GLFW Window
[09:18:24]	SUCCESS | Loaded texture "Assets/none.png"
[09:18:24]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[09:18:24]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Shader program ->	Successfully linked
[09:18:24]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[09:18:24]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Shader program ->	Successfully linked
[09:18:24]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[09:18:24]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[09:18:24]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:18:24]	SUCCESS | Shader program ->	Successfully linked
[09:18:24]	ERROR   | Failed to open file "".
[09:18:24]	INFO    | - Unloading scene
[09:18:24]	ERROR   | Failed to load scene
[09:18:24]	        |
[09:18:24]	        |------------------------------------------------------------------------
[09:18:24]	        |
[09:18:26]	INFO    | + Loading Game Object "BackGroung"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[09:18:26]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:18:26]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:18:26]	SUCCESS | Shader program ->	Successfully linked
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | + Loading Game Object "Button_01"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[09:18:26]	INFO    | +	 Adding button script to new gameObject
[09:18:26]	INFO    | +	 Adding box collider 2D to new gameObject
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | + Loading Game Object "Button_02"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[09:18:26]	INFO    | +	 Adding button script to new gameObject
[09:18:26]	INFO    | +	 Adding box collider 2D to new gameObject
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | + Loading Game Object "Button_03"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[09:18:26]	INFO    | +	 Adding button script to new gameObject
[09:18:26]	INFO    | +	 Adding box collider 2D to new gameObject
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | + Loading Game Object "Loading"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	SUCCESS | Loaded texture "Assets/Loading.png"
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | + Loading Game Object "Loading"
[09:18:26]	INFO    | +	 Adding transform data to new gameObject
[09:18:26]	INFO    | +	 Adding Sprite to new gameObject
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	INFO    | +	 Transform parent found
[09:18:26]	INFO    | +	 Transform parent found
[09:18:26]	        |
[09:18:26]	        |------------------------------------------------------------------------
[09:18:26]	        |
[09:18:26]	SUCCESS | Successfully loaded a new scene
[09:18:26]	        |
