[15:12:40]	INFO    | Creating GLFW Window
[15:12:43]	SUCCESS | Loaded texture "Assets/none.png"
[15:12:43]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[15:12:43]	SUCCESS | Vertex Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Fragment Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Shader program ->	Successfully linked
[15:12:43]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[15:12:43]	SUCCESS | Vertex Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Fragment Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Shader program ->	Successfully linked
[15:12:43]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[15:12:43]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[15:12:43]	SUCCESS | Vertex Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Fragment Shader ->	Successfully compiled
[15:12:43]	SUCCESS | Shader program ->	Successfully linked
[15:12:43]	ERROR   | Failed to open file "".
[15:12:43]	INFO    | - Unloading scene
[15:12:43]	ERROR   | Failed to load scene
[15:12:43]	        |
[15:12:43]	        |------------------------------------------------------------------------
[15:12:43]	        |
[15:12:45]	INFO    | + Loading Game Object "BackGroung"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[15:12:45]	SUCCESS | Vertex Shader ->	Successfully compiled
[15:12:45]	SUCCESS | Fragment Shader ->	Successfully compiled
[15:12:45]	SUCCESS | Shader program ->	Successfully linked
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | + Loading Game Object "Button_01"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[15:12:45]	INFO    | +	 Adding button script to new gameObject
[15:12:45]	INFO    | +	 Adding box collider 2D to new gameObject
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | + Loading Game Object "Button_02"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[15:12:45]	INFO    | +	 Adding button script to new gameObject
[15:12:45]	INFO    | +	 Adding box collider 2D to new gameObject
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | + Loading Game Object "Button_03"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[15:12:45]	INFO    | +	 Adding button script to new gameObject
[15:12:45]	INFO    | +	 Adding box collider 2D to new gameObject
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | + Loading Game Object "Loading"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	SUCCESS | Loaded texture "Assets/Loading.png"
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | + Loading Game Object "Loading"
[15:12:45]	INFO    | +	 Adding transform data to new gameObject
[15:12:45]	INFO    | +	 Adding Sprite to new gameObject
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	INFO    | +	 Transform parent found
[15:12:45]	INFO    | +	 Transform parent found
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:45]	SUCCESS | Successfully loaded a new scene
[15:12:45]	        |
[15:12:45]	        |------------------------------------------------------------------------
[15:12:45]	        |
[15:12:46]	INFO    | + Loading Game Object "PlatformGround"
[15:12:46]	INFO    | +	 Adding transform data to new gameObject
[15:12:46]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[15:12:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[15:12:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[15:12:46]	SUCCESS | Shader program ->	Successfully linked
[15:12:46]	INFO    | +	 Adding Model to new gameObject
[15:12:46]	INFO    | +		 Loading new OBJ file
[15:12:46]	        |
[15:12:46]	        |------------------------------------------------------------------------
[15:12:46]	        |
[15:12:46]	SUCCESS | Loaded file "Assets/wallrock.obj"
[15:12:46]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[15:12:52]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[15:12:52]	SUCCESS | Loaded file "Assets/dirt.mtl"
[15:12:54]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[15:12:54]	INFO    | +	 Adding box collider 3D to new gameObject
[15:12:54]	        |
[15:12:54]	        |------------------------------------------------------------------------
[15:12:54]	        |
[15:12:54]	INFO    | + Loading Game Object "Platform2"
[15:12:54]	INFO    | +	 Adding transform data to new gameObject
[15:12:54]	INFO    | +	 Adding Model to new gameObject
[15:12:54]	        |
[15:12:54]	        |------------------------------------------------------------------------
[15:12:54]	        |
[15:12:54]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[15:12:54]	INFO    | +	 Adding box collider 3D to new gameObject
[15:12:54]	        |
[15:12:54]	        |------------------------------------------------------------------------
[15:12:54]	        |
[15:12:54]	INFO    | + Loading Game Object "Platform3"
[15:12:54]	INFO    | +	 Adding transform data to new gameObject
[15:12:54]	INFO    | +	 Adding Model to new gameObject
[15:12:54]	INFO    | +		 Loading new OBJ file
[15:12:54]	        |
