[09:32:01]	INFO    | Creating GLFW Window
[09:32:03]	SUCCESS | Loaded texture "Assets/none.png"
[09:32:03]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[09:32:03]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Shader program ->	Successfully linked
[09:32:03]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[09:32:03]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Shader program ->	Successfully linked
[09:32:03]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[09:32:03]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[09:32:03]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:32:03]	SUCCESS | Shader program ->	Successfully linked
[09:32:03]	ERROR   | Failed to open file "".
[09:32:03]	INFO    | - Unloading scene
[09:32:03]	ERROR   | Failed to load scene
[09:32:03]	        |
[09:32:03]	        |------------------------------------------------------------------------
[09:32:03]	        |
[09:32:05]	INFO    | + Loading Game Object "BackGroung"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[09:32:05]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:32:05]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:32:05]	SUCCESS | Shader program ->	Successfully linked
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | + Loading Game Object "Button_01"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[09:32:05]	INFO    | +	 Adding button script to new gameObject
[09:32:05]	INFO    | +	 Adding box collider 2D to new gameObject
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | + Loading Game Object "Button_02"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[09:32:05]	INFO    | +	 Adding button script to new gameObject
[09:32:05]	INFO    | +	 Adding box collider 2D to new gameObject
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | + Loading Game Object "Button_03"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[09:32:05]	INFO    | +	 Adding button script to new gameObject
[09:32:05]	INFO    | +	 Adding box collider 2D to new gameObject
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | + Loading Game Object "Loading"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	SUCCESS | Loaded texture "Assets/Loading.png"
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | + Loading Game Object "Loading"
[09:32:05]	INFO    | +	 Adding transform data to new gameObject
[09:32:05]	INFO    | +	 Adding Sprite to new gameObject
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	INFO    | +	 Transform parent found
[09:32:05]	INFO    | +	 Transform parent found
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:05]	SUCCESS | Successfully loaded a new scene
[09:32:05]	        |
[09:32:05]	        |------------------------------------------------------------------------
[09:32:05]	        |
[09:32:06]	INFO    | + Loading Game Object "PlatformGround"
[09:32:06]	INFO    | +	 Adding transform data to new gameObject
[09:32:06]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[09:32:06]	SUCCESS | Vertex Shader ->	Successfully compiled
[09:32:06]	SUCCESS | Fragment Shader ->	Successfully compiled
[09:32:06]	SUCCESS | Shader program ->	Successfully linked
[09:32:06]	INFO    | +	 Adding Model to new gameObject
[09:32:06]	INFO    | +		 Loading new OBJ file
[09:32:06]	        |
[09:32:06]	        |------------------------------------------------------------------------
[09:32:06]	        |
[09:32:06]	SUCCESS | Loaded file "Assets/wallrock.obj"
[09:32:06]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:32:11]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[09:32:11]	SUCCESS | Loaded file "Assets/dirt.mtl"
[09:32:14]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[09:32:14]	INFO    | +	 Adding box collider 3D to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | + Loading Game Object "Platform2"
[09:32:14]	INFO    | +	 Adding transform data to new gameObject
[09:32:14]	INFO    | +	 Adding Model to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[09:32:14]	INFO    | +	 Adding box collider 3D to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | + Loading Game Object "Platform3"
[09:32:14]	INFO    | +	 Adding transform data to new gameObject
[09:32:14]	INFO    | +	 Adding Model to new gameObject
[09:32:14]	INFO    | +		 Loading new OBJ file
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	SUCCESS | Loaded file "Assets/dirt.obj"
[09:32:14]	SUCCESS | Loaded file "Assets/dirt.mtl"
[09:32:14]	INFO    | +	 Adding box collider 3D to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | + Loading Game Object "Platform4"
[09:32:14]	INFO    | +	 Adding transform data to new gameObject
[09:32:14]	INFO    | +	 Adding Model to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | +	 Adding box collider 3D to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | + Loading Game Object "Platform5"
[09:32:14]	INFO    | +	 Adding transform data to new gameObject
[09:32:14]	INFO    | +	 Adding Model to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
[09:32:14]	INFO    | +	 Adding box collider 3D to new gameObject
[09:32:14]	        |
[09:32:14]	        |------------------------------------------------------------------------
[09:32:14]	        |
