[10:07:51]	INFO    | Creating GLFW Window
[10:07:54]	SUCCESS | Loaded texture "Assets/none.png"
[10:07:54]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[10:07:54]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Shader program ->	Successfully linked
[10:07:54]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[10:07:54]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Shader program ->	Successfully linked
[10:07:54]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[10:07:54]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[10:07:54]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Shader program ->	Successfully linked
[10:07:54]	INFO    | + Loading Game Object "BackGroung"
[10:07:54]	INFO    | +	 Adding transform data to new gameObject
[10:07:54]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[10:07:54]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:07:54]	SUCCESS | Shader program ->	Successfully linked
[10:07:54]	INFO    | +	 Adding Sprite to new gameObject
[10:07:54]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	INFO    | + Loading Game Object "Button_01"
[10:07:54]	INFO    | +	 Adding transform data to new gameObject
[10:07:54]	INFO    | +	 Adding Sprite to new gameObject
[10:07:54]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[10:07:54]	INFO    | +	 Adding button script to new gameObject
[10:07:54]	INFO    | +	 Adding box collider 2D to new gameObject
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	INFO    | + Loading Game Object "Button_02"
[10:07:54]	INFO    | +	 Adding transform data to new gameObject
[10:07:54]	INFO    | +	 Adding Sprite to new gameObject
[10:07:54]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[10:07:54]	INFO    | +	 Adding button script to new gameObject
[10:07:54]	INFO    | +	 Adding box collider 2D to new gameObject
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	INFO    | + Loading Game Object "Button_03"
[10:07:54]	INFO    | +	 Adding transform data to new gameObject
[10:07:54]	INFO    | +	 Adding Sprite to new gameObject
[10:07:54]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[10:07:54]	INFO    | +	 Adding button script to new gameObject
[10:07:54]	INFO    | +	 Adding box collider 2D to new gameObject
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	INFO    | + Loading Game Object "Button_04"
[10:07:54]	INFO    | +	 Adding transform data to new gameObject
[10:07:54]	INFO    | +	 Adding Sprite to new gameObject
[10:07:54]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[10:07:54]	INFO    | +	 Adding button script to new gameObject
[10:07:54]	INFO    | +	 Adding box collider 2D to new gameObject
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:54]	SUCCESS | Successfully loaded a new scene
[10:07:54]	        |
[10:07:54]	        |------------------------------------------------------------------------
[10:07:54]	        |
[10:07:58]	INFO    | + Loading Game Object "Wall_SciFi_01"
[10:07:58]	INFO    | +	 Adding transform data to new gameObject
[10:07:58]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[10:07:58]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:07:58]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:07:58]	SUCCESS | Shader program ->	Successfully linked
