[11:53:54]	INFO    | Creating GLFW Window
[11:53:57]	SUCCESS | Loaded texture "Assets/none.png"
[11:53:57]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:53:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:53:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:53:57]	SUCCESS | Shader program ->	Successfully linked
[11:53:57]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:53:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:53:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:53:57]	SUCCESS | Shader program ->	Successfully linked
[11:53:57]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[11:53:59]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:53:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:53:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:53:59]	SUCCESS | Shader program ->	Successfully linked
[11:53:59]	INFO    | + Loading Game Object "Button_01"
[11:53:59]	INFO    | +	 Adding transform data to new gameObject
[11:53:59]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:53:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:53:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:53:59]	SUCCESS | Shader program ->	Successfully linked
[11:53:59]	INFO    | +	 Adding Sprite to new gameObject
[11:53:59]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:53:59]	INFO    | +	 Adding button script to new gameObject
[11:53:59]	INFO    | +	 Adding box collider 2D to new gameObject
[11:53:59]	        |
[11:53:59]	        |------------------------------------------------------------------------
[11:53:59]	        |
[11:53:59]	INFO    | + Loading Game Object "Button_02"
[11:53:59]	INFO    | +	 Adding transform data to new gameObject
[11:53:59]	INFO    | +	 Adding Sprite to new gameObject
[11:54:00]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[11:54:00]	INFO    | +	 Adding button script to new gameObject
[11:54:00]	INFO    | +	 Adding box collider 2D to new gameObject
[11:54:00]	        |
[11:54:00]	        |------------------------------------------------------------------------
[11:54:00]	        |
[11:54:00]	INFO    | + Loading Game Object "Button_03"
[11:54:00]	INFO    | +	 Adding transform data to new gameObject
[11:54:00]	INFO    | +	 Adding Sprite to new gameObject
[11:54:00]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:54:00]	INFO    | +	 Adding button script to new gameObject
[11:54:00]	INFO    | +	 Adding box collider 2D to new gameObject
[11:54:00]	        |
[11:54:00]	        |------------------------------------------------------------------------
[11:54:00]	        |
[11:54:00]	INFO    | + Loading Game Object "Button_04"
[11:54:00]	INFO    | +	 Adding transform data to new gameObject
[11:54:00]	INFO    | +	 Adding Sprite to new gameObject
[11:54:00]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:54:00]	INFO    | +	 Adding button script to new gameObject
[11:54:00]	INFO    | +	 Adding box collider 2D to new gameObject
[11:54:00]	        |
[11:54:00]	        |------------------------------------------------------------------------
[11:54:00]	        |
[11:54:00]	        |
[11:54:00]	        |------------------------------------------------------------------------
[11:54:00]	        |
[11:54:00]	SUCCESS | Successfully loaded a new scene
[11:54:00]	        |
[11:54:00]	        |------------------------------------------------------------------------
[11:54:00]	        |
[11:54:01]	INFO    | + Loading Game Object "Wall_SciFi_01"
[11:54:01]	INFO    | +	 Adding transform data to new gameObject
[11:54:01]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[11:54:01]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:54:01]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:54:01]	SUCCESS | Shader program ->	Successfully linked
[11:54:01]	INFO    | +	 Adding Model to new gameObject
[11:54:01]	INFO    | +		 Loading new OBJ file
[11:54:01]	        |
[11:54:01]	        |------------------------------------------------------------------------
[11:54:01]	        |
[11:54:01]	SUCCESS | Opened file "Assets/scifi_01.obj"
[11:54:01]	SUCCESS | Opened file "Assets/scifi_01.mtl"
[11:54:09]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_albedo.png"
[11:54:15]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_normal.png"
[11:54:15]	SUCCESS | Opened file "Assets/scifi_01.mtl"
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_011"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_012"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_013"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_014"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_015"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	INFO    | + Loading Game Object "Wall_SciFi_02"
[11:54:15]	INFO    | +	 Adding transform data to new gameObject
[11:54:15]	INFO    | +	 Adding Model to new gameObject
[11:54:15]	INFO    | +		 Loading new OBJ file
[11:54:15]	        |
[11:54:15]	        |------------------------------------------------------------------------
[11:54:15]	        |
[11:54:15]	SUCCESS | Opened file "Assets/scifi_02.obj"
[11:54:15]	SUCCESS | Opened file "Assets/scifi_02.mtl"
[11:54:16]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_albedo.png"
[11:54:17]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_normal.png"
[11:54:17]	SUCCESS | Opened file "Assets/scifi_02.mtl"
[11:54:17]	INFO    | +	 Adding box collider 3D to new gameObject
[11:54:17]	        |
[11:54:17]	        |------------------------------------------------------------------------
[11:54:17]	        |
[11:54:17]	INFO    | + Loading Game Object "Wall_SciFi_021"
[11:54:17]	INFO    | +	 Adding transform data to new gameObject
