[13:31:06]	INFO    | Creating GLFW Window
[13:31:09]	SUCCESS | Loaded texture "Assets/none.png"
[13:31:09]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[13:31:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Shader program ->	Successfully linked
[13:31:09]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[13:31:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Shader program ->	Successfully linked
[13:31:09]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[13:31:09]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[13:31:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:31:09]	SUCCESS | Shader program ->	Successfully linked
[13:31:09]	ERROR   | Failed to open file "".
[13:31:09]	INFO    | - Unloading scene
[13:31:09]	ERROR   | Failed to load scene
[13:31:09]	        |
[13:31:09]	        |------------------------------------------------------------------------
[13:31:09]	        |
[13:31:10]	INFO    | + Loading Game Object "BackGroung"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[13:31:10]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:31:10]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:31:10]	SUCCESS | Shader program ->	Successfully linked
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | + Loading Game Object "Button_01"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[13:31:10]	INFO    | +	 Adding button script to new gameObject
[13:31:10]	INFO    | +	 Adding box collider 2D to new gameObject
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | + Loading Game Object "Button_02"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[13:31:10]	INFO    | +	 Adding button script to new gameObject
[13:31:10]	INFO    | +	 Adding box collider 2D to new gameObject
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | + Loading Game Object "Button_03"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[13:31:10]	INFO    | +	 Adding button script to new gameObject
[13:31:10]	INFO    | +	 Adding box collider 2D to new gameObject
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | + Loading Game Object "Loading"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | + Loading Game Object "Loading"
[13:31:10]	INFO    | +	 Adding transform data to new gameObject
[13:31:10]	INFO    | +	 Adding Sprite to new gameObject
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	INFO    | +	 Transform parent found
[13:31:10]	INFO    | +	 Transform parent found
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:10]	SUCCESS | Successfully loaded a new scene
[13:31:10]	        |
[13:31:10]	        |------------------------------------------------------------------------
[13:31:10]	        |
[13:31:11]	INFO    | + Loading Game Object "PlatformGround"
[13:31:11]	INFO    | +	 Adding transform data to new gameObject
[13:31:11]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[13:31:11]	SUCCESS | Vertex Shader ->	Successfully compiled
[13:31:11]	SUCCESS | Fragment Shader ->	Successfully compiled
[13:31:11]	SUCCESS | Shader program ->	Successfully linked
[13:31:11]	INFO    | +	 Adding Model to new gameObject
[13:31:11]	INFO    | +		 Loading new OBJ file
[13:31:11]	        |
[13:31:11]	        |------------------------------------------------------------------------
[13:31:11]	        |
[13:31:11]	SUCCESS | Loaded file "Assets/wallrock.obj"
[13:31:11]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[13:31:16]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[13:31:16]	SUCCESS | Loaded file "Assets/dirt.mtl"
[13:31:19]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[13:31:19]	INFO    | +	 Adding box collider 3D to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | + Loading Game Object "Platform2"
[13:31:19]	INFO    | +	 Adding transform data to new gameObject
[13:31:19]	INFO    | +	 Adding Model to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[13:31:19]	INFO    | +	 Adding box collider 3D to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | + Loading Game Object "Platform3"
[13:31:19]	INFO    | +	 Adding transform data to new gameObject
[13:31:19]	INFO    | +	 Adding Model to new gameObject
[13:31:19]	INFO    | +		 Loading new OBJ file
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	SUCCESS | Loaded file "Assets/dirt.obj"
[13:31:19]	SUCCESS | Loaded file "Assets/dirt.mtl"
[13:31:19]	INFO    | +	 Adding box collider 3D to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | + Loading Game Object "Platform4"
[13:31:19]	INFO    | +	 Adding transform data to new gameObject
[13:31:19]	INFO    | +	 Adding Model to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | +	 Adding box collider 3D to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | + Loading Game Object "Platform5"
[13:31:19]	INFO    | +	 Adding transform data to new gameObject
[13:31:19]	INFO    | +	 Adding Model to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | +	 Adding box collider 3D to new gameObject
[13:31:19]	        |
[13:31:19]	        |------------------------------------------------------------------------
[13:31:19]	        |
[13:31:19]	INFO    | + Loading Game Object "Wall_SciFi_01"
[13:31:19]	INFO    | +	 Adding transform data to new gameObject
[13:31:19]	INFO    | +	 Adding Model to new gameObject
