[11:13:44]	INFO    | Creating GLFW Window
[11:13:46]	SUCCESS | Loaded texture "Assets/none.png"
[11:13:46]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:13:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Shader program ->	Successfully linked
[11:13:46]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:13:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Shader program ->	Successfully linked
[11:13:46]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[11:13:46]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:13:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Shader program ->	Successfully linked
[11:13:46]	INFO    | + Loading Game Object "BackGroung"
[11:13:46]	INFO    | +	 Adding transform data to new gameObject
[11:13:46]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:13:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:13:46]	SUCCESS | Shader program ->	Successfully linked
[11:13:46]	INFO    | +	 Adding Sprite to new gameObject
[11:13:46]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:13:46]	        |
[11:13:46]	        |------------------------------------------------------------------------
[11:13:46]	        |
[11:13:46]	INFO    | + Loading Game Object "Button_01"
[11:13:46]	INFO    | +	 Adding transform data to new gameObject
[11:13:46]	INFO    | +	 Adding Sprite to new gameObject
[11:13:46]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:13:46]	INFO    | +	 Adding button script to new gameObject
[11:13:46]	INFO    | +	 Adding box collider 2D to new gameObject
[11:13:46]	        |
[11:13:46]	        |------------------------------------------------------------------------
[11:13:46]	        |
[11:13:46]	INFO    | + Loading Game Object "Button_02"
[11:13:46]	INFO    | +	 Adding transform data to new gameObject
