[14:22:56]	INFO    | Creating GLFW Window
[14:22:59]	INFO    | Creating ResourcesManager
[14:22:59]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/abnes.ttf"
[14:22:59]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/arial.ttf"
[14:22:59]	SUCCESS | Loaded texture "Assets/none.png"
[14:22:59]	INFO    | + Loading Shaders "Resource/Shader/Text.shad"
[14:22:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Shader program ->	Successfully linked
[14:22:59]	        |
[14:22:59]	        |------------------------------------------------------------------------
[14:22:59]	        |
[14:22:59]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[14:22:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Shader program ->	Successfully linked
[14:22:59]	        |
[14:22:59]	        |------------------------------------------------------------------------
[14:22:59]	        |
[14:22:59]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[14:22:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:22:59]	SUCCESS | Shader program ->	Successfully linked
[14:22:59]	        |
[14:22:59]	        |------------------------------------------------------------------------
[14:22:59]	        |
[14:22:59]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[14:23:00]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[14:23:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:23:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:23:00]	SUCCESS | Shader program ->	Successfully linked
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[14:23:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:23:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:23:00]	SUCCESS | Shader program ->	Successfully linked
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	SUCCESS | Loaded texture "Assets/Loading.png"
[14:23:00]	INFO    | + Loading Game Object "Button_01"
[14:23:00]	INFO    | +	 Adding transform data to new gameObject
[14:23:00]	INFO    | +	 Adding Sprite to new gameObject
[14:23:00]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[14:23:00]	INFO    | +	 Adding button script to new gameObject
[14:23:00]	INFO    | +	 Adding box collider 2D to new gameObject
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	INFO    | + Loading Game Object "Button_02"
[14:23:00]	INFO    | +	 Adding transform data to new gameObject
[14:23:00]	INFO    | +	 Adding Sprite to new gameObject
[14:23:00]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[14:23:00]	INFO    | +	 Adding button script to new gameObject
[14:23:00]	INFO    | +	 Adding box collider 2D to new gameObject
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	INFO    | + Loading Game Object "Button_03"
[14:23:00]	INFO    | +	 Adding transform data to new gameObject
[14:23:00]	INFO    | +	 Adding Sprite to new gameObject
[14:23:00]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[14:23:00]	INFO    | +	 Adding button script to new gameObject
[14:23:00]	INFO    | +	 Adding box collider 2D to new gameObject
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	INFO    | + Loading Game Object "Button_04"
[14:23:00]	INFO    | +	 Adding transform data to new gameObject
[14:23:00]	INFO    | +	 Adding Sprite to new gameObject
[14:23:00]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[14:23:00]	INFO    | +	 Adding button script to new gameObject
[14:23:00]	INFO    | +	 Adding box collider 2D to new gameObject
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:00]	SUCCESS | Successfully loaded a new scene
[14:23:00]	        |
[14:23:00]	        |------------------------------------------------------------------------
[14:23:00]	        |
[14:23:03]	INFO    | + Loading Game Object "DirtBlock"
[14:23:03]	INFO    | +	 Adding transform data to new gameObject
[14:23:03]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[14:23:03]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:23:03]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:23:03]	SUCCESS | Shader program ->	Successfully linked
[14:23:03]	        |
[14:23:03]	        |------------------------------------------------------------------------
[14:23:03]	        |
[14:23:03]	INFO    | +	 Adding Model to new gameObject
[14:23:03]	INFO    | +		 Loading new OBJ file
[14:23:03]	        |
[14:23:03]	        |------------------------------------------------------------------------
[14:23:03]	        |
[14:23:03]	SUCCESS | Opened file "Assets/wallrock.obj"
[14:23:03]	SUCCESS | Opened file "Assets/wallrock.mtl"
[14:23:04]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[14:23:04]	SUCCESS | Opened file "Assets/dirt.mtl"
[14:23:05]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[14:23:05]	INFO    | +	 Adding box collider 3D to new gameObject
[14:23:05]	        |
[14:23:05]	        |------------------------------------------------------------------------
[14:23:05]	        |
[14:23:05]	INFO    | + Loading Game Object "StoneWall_1"
[14:23:05]	INFO    | +	 Adding transform data to new gameObject
[14:23:05]	INFO    | +	 Adding Model to new gameObject
[14:23:05]	        |
[14:23:05]	        |------------------------------------------------------------------------
[14:23:05]	        |
