[10:52:55]	INFO    | Creating GLFW Window
[10:52:59]	INFO    | Creating ResourcesManager
[10:52:59]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/abnes.ttf"
[10:52:59]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/arial.ttf"
[10:52:59]	SUCCESS | Loaded texture "Assets/none.png"
[10:52:59]	INFO    | + Loading Shaders "Resource/Shader/Text.shad"
[10:52:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Shader program ->	Successfully linked
[10:52:59]	        |
[10:52:59]	        |------------------------------------------------------------------------
[10:52:59]	        |
[10:52:59]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[10:52:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Shader program ->	Successfully linked
[10:52:59]	        |
[10:52:59]	        |------------------------------------------------------------------------
[10:52:59]	        |
[10:52:59]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[10:52:59]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:52:59]	SUCCESS | Shader program ->	Successfully linked
[10:52:59]	        |
[10:52:59]	        |------------------------------------------------------------------------
[10:52:59]	        |
[10:52:59]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[10:53:00]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[10:53:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:53:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:53:00]	SUCCESS | Shader program ->	Successfully linked
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[10:53:00]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:53:00]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:53:00]	SUCCESS | Shader program ->	Successfully linked
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	SUCCESS | Loaded texture "Assets/Loading.png"
[10:53:00]	INFO    | + Loading Game Object "Button_01"
[10:53:00]	INFO    | +	 Adding transform data to new gameObject
[10:53:00]	INFO    | +	 Adding Sprite to new gameObject
[10:53:00]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[10:53:00]	INFO    | +	 Adding button script to new gameObject
[10:53:00]	INFO    | +	 Adding box collider 2D to new gameObject
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	INFO    | + Loading Game Object "Button_02"
[10:53:00]	INFO    | +	 Adding transform data to new gameObject
[10:53:00]	INFO    | +	 Adding Sprite to new gameObject
[10:53:00]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[10:53:00]	INFO    | +	 Adding button script to new gameObject
[10:53:00]	INFO    | +	 Adding box collider 2D to new gameObject
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	INFO    | + Loading Game Object "Button_03"
[10:53:00]	INFO    | +	 Adding transform data to new gameObject
[10:53:00]	INFO    | +	 Adding Sprite to new gameObject
[10:53:00]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[10:53:00]	INFO    | +	 Adding button script to new gameObject
[10:53:00]	INFO    | +	 Adding box collider 2D to new gameObject
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	INFO    | + Loading Game Object "Button_04"
[10:53:00]	INFO    | +	 Adding transform data to new gameObject
[10:53:00]	INFO    | +	 Adding Sprite to new gameObject
[10:53:00]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[10:53:00]	INFO    | +	 Adding button script to new gameObject
[10:53:00]	INFO    | +	 Adding box collider 2D to new gameObject
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:00]	SUCCESS | Successfully loaded a new scene
[10:53:00]	        |
[10:53:00]	        |------------------------------------------------------------------------
[10:53:00]	        |
[10:53:06]	INFO    | + Loading Game Object "DirtBlock"
[10:53:06]	INFO    | +	 Adding transform data to new gameObject
[10:53:06]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[10:53:06]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:53:06]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:53:06]	SUCCESS | Shader program ->	Successfully linked
[10:53:06]	        |
[10:53:06]	        |------------------------------------------------------------------------
[10:53:06]	        |
[10:53:06]	INFO    | +	 Adding Model to new gameObject
[10:53:06]	INFO    | +		 Loading new OBJ file
[10:53:06]	        |
[10:53:06]	        |------------------------------------------------------------------------
[10:53:06]	        |
[10:53:06]	SUCCESS | Opened file "Assets/wallrock.obj"
[10:53:06]	SUCCESS | Opened file "Assets/wallrock.mtl"
[10:53:08]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[10:53:08]	SUCCESS | Opened file "Assets/dirt.mtl"
[10:53:09]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "StoneWall_1"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	SUCCESS | Opened file "Assets/wallrock.mtl"
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "StoneWall_2"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	INFO    | +		 Loading new OBJ file
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	SUCCESS | Opened file "Assets/dirt.obj"
[10:53:09]	SUCCESS | Opened file "Assets/dirt.mtl"
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "SCIFI_Ground_0"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	INFO    | +		 Loading new OBJ file
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	SUCCESS | Opened file "Assets/scifi_05.obj"
[10:53:09]	SUCCESS | Opened file "Assets/scifi_05.mtl"
[10:53:09]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Concrete_DamagedPaint2_1K_albedo.png"
[10:53:09]	SUCCESS | Opened file "Assets/scifi_05.mtl"
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "SCIFI_Ground_1"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "SCIFI_Ground_2"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "SCIFI_Ground_3"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | + Loading Game Object "SCIFI_Ground_4"
[10:53:09]	INFO    | +	 Adding transform data to new gameObject
[10:53:09]	INFO    | +	 Adding Model to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
[10:53:09]	INFO    | +	 Adding box collider 3D to new gameObject
[10:53:09]	        |
[10:53:09]	        |------------------------------------------------------------------------
[10:53:09]	        |
