[10:01:49]	INFO    | Creating GLFW Window
[10:01:52]	SUCCESS | Loaded texture "Assets/none.png"
[10:01:52]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[10:01:52]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:01:52]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:01:52]	SUCCESS | Shader program ->	Successfully linked
[10:01:52]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[10:01:52]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:01:52]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:01:52]	SUCCESS | Shader program ->	Successfully linked
[10:01:52]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[10:02:02]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[10:02:02]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:02:02]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:02:02]	SUCCESS | Shader program ->	Successfully linked
[10:02:02]	INFO    | + Loading Game Object "Button_01"
[10:02:02]	INFO    | +	 Adding transform data to new gameObject
[10:02:02]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[10:02:02]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:02:02]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:02:02]	SUCCESS | Shader program ->	Successfully linked
[10:02:02]	INFO    | +	 Adding Sprite to new gameObject
[10:02:03]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[10:02:03]	INFO    | +	 Adding button script to new gameObject
[10:02:03]	INFO    | +	 Adding box collider 2D to new gameObject
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
[10:02:03]	INFO    | + Loading Game Object "Button_02"
[10:02:03]	INFO    | +	 Adding transform data to new gameObject
[10:02:03]	INFO    | +	 Adding Sprite to new gameObject
[10:02:03]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[10:02:03]	INFO    | +	 Adding button script to new gameObject
[10:02:03]	INFO    | +	 Adding box collider 2D to new gameObject
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
[10:02:03]	INFO    | + Loading Game Object "Button_03"
[10:02:03]	INFO    | +	 Adding transform data to new gameObject
[10:02:03]	INFO    | +	 Adding Sprite to new gameObject
[10:02:03]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[10:02:03]	INFO    | +	 Adding button script to new gameObject
[10:02:03]	INFO    | +	 Adding box collider 2D to new gameObject
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
[10:02:03]	INFO    | + Loading Game Object "Button_04"
[10:02:03]	INFO    | +	 Adding transform data to new gameObject
[10:02:03]	INFO    | +	 Adding Sprite to new gameObject
[10:02:03]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[10:02:03]	INFO    | +	 Adding button script to new gameObject
[10:02:03]	INFO    | +	 Adding box collider 2D to new gameObject
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
[10:02:03]	SUCCESS | Successfully loaded a new scene
[10:02:03]	        |
[10:02:03]	        |------------------------------------------------------------------------
[10:02:03]	        |
