[10:55:53]	INFO    | Creating GLFW Window
[10:55:55]	SUCCESS | Loaded texture "Assets/none.png"
[10:55:56]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[10:55:56]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Shader program ->	Successfully linked
[10:55:56]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[10:55:56]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Shader program ->	Successfully linked
[10:55:56]	ERROR   | Failed to open file "Assets/defaultCubeMap.cubemap"
[10:55:56]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[10:55:56]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:55:56]	SUCCESS | Shader program ->	Successfully linked
[10:55:56]	ERROR   | Failed to open file "".
[10:55:56]	INFO    | - Unloading scene
[10:55:56]	ERROR   | Failed to load scene
[10:55:56]	        |
[10:55:56]	        |------------------------------------------------------------------------
[10:55:56]	        |
[10:56:56]	INFO    | + Loading Game Object "BackGroung"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[10:56:56]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:56:56]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:56:56]	SUCCESS | Shader program ->	Successfully linked
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | + Loading Game Object "Button_01"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[10:56:56]	INFO    | +	 Adding button script to new gameObject
[10:56:56]	INFO    | +	 Adding box collider 2D to new gameObject
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | + Loading Game Object "Button_02"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[10:56:56]	INFO    | +	 Adding button script to new gameObject
[10:56:56]	INFO    | +	 Adding box collider 2D to new gameObject
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | + Loading Game Object "Button_03"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[10:56:56]	INFO    | +	 Adding button script to new gameObject
[10:56:56]	INFO    | +	 Adding box collider 2D to new gameObject
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | + Loading Game Object "Loading"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	SUCCESS | Loaded texture "Assets/Loading.png"
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | + Loading Game Object "Loading"
[10:56:56]	INFO    | +	 Adding transform data to new gameObject
[10:56:56]	INFO    | +	 Adding Sprite to new gameObject
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	INFO    | +	 Transform parent found
[10:56:56]	INFO    | +	 Transform parent found
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:56]	SUCCESS | Successfully loaded a new scene
[10:56:56]	        |
[10:56:56]	        |------------------------------------------------------------------------
[10:56:56]	        |
[10:56:57]	INFO    | + Loading Game Object "PlatformGround"
[10:56:57]	INFO    | +	 Adding transform data to new gameObject
[10:56:57]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[10:56:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[10:56:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[10:56:57]	SUCCESS | Shader program ->	Successfully linked
[10:56:57]	INFO    | +	 Adding Model to new gameObject
[10:56:57]	INFO    | +		 Loading new OBJ file
[10:56:57]	        |
[10:56:57]	        |------------------------------------------------------------------------
[10:56:57]	        |
[10:56:57]	SUCCESS | Loaded file "Assets/wallrock.obj"
[10:56:57]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[10:57:04]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[10:57:04]	SUCCESS | Loaded file "Assets/dirt.mtl"
[10:57:07]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[10:57:07]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | + Loading Game Object "Platform2"
[10:57:07]	INFO    | +	 Adding transform data to new gameObject
[10:57:07]	INFO    | +	 Adding Model to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	SUCCESS | Loaded file "Assets/wallrock.mtl"
[10:57:07]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | + Loading Game Object "Platform3"
[10:57:07]	INFO    | +	 Adding transform data to new gameObject
[10:57:07]	INFO    | +	 Adding Model to new gameObject
[10:57:07]	INFO    | +		 Loading new OBJ file
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	SUCCESS | Loaded file "Assets/dirt.obj"
[10:57:07]	SUCCESS | Loaded file "Assets/dirt.mtl"
[10:57:07]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | + Loading Game Object "Platform4"
[10:57:07]	INFO    | +	 Adding transform data to new gameObject
[10:57:07]	INFO    | +	 Adding Model to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | + Loading Game Object "Platform5"
[10:57:07]	INFO    | +	 Adding transform data to new gameObject
[10:57:07]	INFO    | +	 Adding Model to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	INFO    | + Loading Game Object "Wall_SciFi_01"
[10:57:07]	INFO    | +	 Adding transform data to new gameObject
[10:57:07]	INFO    | +	 Adding Model to new gameObject
[10:57:07]	INFO    | +		 Loading new OBJ file
[10:57:07]	        |
[10:57:07]	        |------------------------------------------------------------------------
[10:57:07]	        |
[10:57:07]	SUCCESS | Loaded file "Assets/scifi_01.obj"
[10:57:07]	SUCCESS | Loaded file "Assets/scifi_01.mtl"
[10:57:15]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_albedo.png"
[10:57:22]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_normal.png"
[10:57:22]	SUCCESS | Loaded file "Assets/scifi_01.mtl"
[10:57:22]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:22]	        |
[10:57:22]	        |------------------------------------------------------------------------
[10:57:22]	        |
[10:57:22]	INFO    | + Loading Game Object "Wall_SciFi_02"
[10:57:22]	INFO    | +	 Adding transform data to new gameObject
[10:57:22]	INFO    | +	 Adding Model to new gameObject
[10:57:22]	INFO    | +		 Loading new OBJ file
[10:57:22]	        |
[10:57:22]	        |------------------------------------------------------------------------
[10:57:22]	        |
[10:57:22]	SUCCESS | Loaded file "Assets/scifi_02.obj"
[10:57:22]	SUCCESS | Loaded file "Assets/scifi_02.mtl"
[10:57:23]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_albedo.png"
[10:57:24]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_normal.png"
[10:57:24]	SUCCESS | Loaded file "Assets/scifi_02.mtl"
[10:57:24]	INFO    | +	 Adding box collider 3D to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "Player"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding player script to new gameObject
[10:57:24]	INFO    | +	 Adding light to new gameObject
[10:57:24]	INFO    | +	 Adding sphere collider 3D to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "PlayerGFX"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding Model to new gameObject
[10:57:24]	INFO    | +		 Loading new OBJ file
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	SUCCESS | Loaded file "Assets/Shapes/sphere.obj"
[10:57:24]	SUCCESS | Loaded file "Assets/Shapes/sphere.mtl"
[10:57:24]	SUCCESS | Loaded file "Assets/Shapes/sphere.mtl"
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "Main_Camera"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding camera to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "Light_01"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding light to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "Light_02"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding light to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "Light_03"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding light to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
[10:57:24]	INFO    | + Loading Game Object "BackGroungPauseMenu"
[10:57:24]	INFO    | +	 Adding transform data to new gameObject
[10:57:24]	INFO    | +	 Adding Sprite to new gameObject
[10:57:24]	        |
[10:57:24]	        |------------------------------------------------------------------------
[10:57:24]	        |
