[14:56:36]	INFO    | Creating GLFW Window
[14:56:39]	INFO    | Creating ResourcesManager
[14:56:39]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/abnes.ttf"
[14:56:39]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/arial.ttf"
[14:56:39]	SUCCESS | Loaded texture "Assets/none.png"
[14:56:39]	INFO    | + Loading Shaders "Resource/Shader/Text.shad"
[14:56:39]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Shader program ->	Successfully linked
[14:56:39]	        |
[14:56:39]	        |------------------------------------------------------------------------
[14:56:39]	        |
[14:56:39]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[14:56:39]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Shader program ->	Successfully linked
[14:56:39]	        |
[14:56:39]	        |------------------------------------------------------------------------
[14:56:39]	        |
[14:56:39]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[14:56:39]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:39]	SUCCESS | Shader program ->	Successfully linked
[14:56:39]	        |
[14:56:39]	        |------------------------------------------------------------------------
[14:56:39]	        |
[14:56:39]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[14:56:40]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[14:56:40]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:40]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:40]	SUCCESS | Shader program ->	Successfully linked
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[14:56:40]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:40]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:40]	SUCCESS | Shader program ->	Successfully linked
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	SUCCESS | Loaded texture "Assets/Loading.png"
[14:56:40]	INFO    | + Loading Game Object "Button_01"
[14:56:40]	INFO    | +	 Adding transform data to new gameObject
[14:56:40]	INFO    | +	 Adding Sprite to new gameObject
[14:56:40]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[14:56:40]	INFO    | +	 Adding button script to new gameObject
[14:56:40]	INFO    | +	 Adding box collider 2D to new gameObject
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	INFO    | + Loading Game Object "Button_02"
[14:56:40]	INFO    | +	 Adding transform data to new gameObject
[14:56:40]	INFO    | +	 Adding Sprite to new gameObject
[14:56:40]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[14:56:40]	INFO    | +	 Adding button script to new gameObject
[14:56:40]	INFO    | +	 Adding box collider 2D to new gameObject
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	INFO    | + Loading Game Object "Button_03"
[14:56:40]	INFO    | +	 Adding transform data to new gameObject
[14:56:40]	INFO    | +	 Adding Sprite to new gameObject
[14:56:40]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[14:56:40]	INFO    | +	 Adding button script to new gameObject
[14:56:40]	INFO    | +	 Adding box collider 2D to new gameObject
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	INFO    | + Loading Game Object "Button_04"
[14:56:40]	INFO    | +	 Adding transform data to new gameObject
[14:56:40]	INFO    | +	 Adding Sprite to new gameObject
[14:56:40]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[14:56:40]	INFO    | +	 Adding button script to new gameObject
[14:56:40]	INFO    | +	 Adding box collider 2D to new gameObject
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:40]	SUCCESS | Successfully loaded a new scene
[14:56:40]	        |
[14:56:40]	        |------------------------------------------------------------------------
[14:56:40]	        |
[14:56:46]	INFO    | + Loading Game Object "DirtBlock"
[14:56:46]	INFO    | +	 Adding transform data to new gameObject
[14:56:46]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[14:56:46]	SUCCESS | Vertex Shader ->	Successfully compiled
[14:56:46]	SUCCESS | Fragment Shader ->	Successfully compiled
[14:56:46]	SUCCESS | Shader program ->	Successfully linked
[14:56:46]	        |
[14:56:46]	        |------------------------------------------------------------------------
[14:56:46]	        |
[14:56:46]	INFO    | +	 Adding Model to new gameObject
[14:56:46]	INFO    | +		 Loading new OBJ file
[14:56:46]	        |
[14:56:46]	        |------------------------------------------------------------------------
[14:56:46]	        |
[14:56:46]	SUCCESS | Opened file "Assets/wallrock.obj"
[14:56:46]	SUCCESS | Opened file "Assets/wallrock.mtl"
[14:56:48]	SUCCESS | Loaded texture "Assets/wall_rock_basecolor.png"
[14:56:48]	SUCCESS | Opened file "Assets/dirt.mtl"
[14:56:48]	SUCCESS | Loaded texture "Assets/Dirt_basecolor.png"
[14:56:48]	INFO    | +	 Adding box collider 3D to new gameObject
[14:56:48]	        |
[14:56:48]	        |------------------------------------------------------------------------
[14:56:48]	        |
[14:56:48]	INFO    | + Loading Game Object "StoneWall_1"
[14:56:48]	INFO    | +	 Adding transform data to new gameObject
[14:56:48]	INFO    | +	 Adding Model to new gameObject
[14:56:48]	        |
[14:56:48]	        |------------------------------------------------------------------------
[14:56:48]	        |
[14:56:48]	SUCCESS | Opened file "Assets/wallrock.mtl"
[14:56:49]	INFO    | +	 Adding box collider 3D to new gameObject
[14:56:49]	        |
