[13:22:08]	SUCCESS | Loaded texture "Assets/none.png"
[13:22:08]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[13:22:08]	SUCCESS | Vertex shader ->	Successfully compiled
[13:22:08]	SUCCESS | Fragment shader ->	Successfully compiled
[13:22:08]	SUCCESS | Shader program ->	Successfully linked
[13:22:08]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[13:22:08]	SUCCESS | Vertex shader ->	Successfully compiled
[13:22:08]	SUCCESS | Fragment shader ->	Successfully compiled
[13:22:08]	SUCCESS | Shader program ->	Successfully linked
[13:22:08]	ERROR   | Failed to open file "".
[13:22:08]	INFO    | - Unloading scene
[13:22:08]	        |
[13:22:08]	        |------------------------------------------------------------------------
[13:22:08]	        |
[13:22:08]	ERROR   | Failed to load scene
[13:22:15]	INFO    | + Loading Game Object "BackGroung"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[13:22:15]	SUCCESS | Vertex shader ->	Successfully compiled
[13:22:15]	SUCCESS | Fragment shader ->	Successfully compiled
[13:22:15]	SUCCESS | Shader program ->	Successfully linked
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | + Loading Game Object "Button_01"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[13:22:15]	INFO    | +	 Adding button script to new gameObject
[13:22:15]	INFO    | +	 Adding box collider 2D to new gameObject
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | + Loading Game Object "Button_02"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[13:22:15]	INFO    | +	 Adding button script to new gameObject
[13:22:15]	INFO    | +	 Adding box collider 2D to new gameObject
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | + Loading Game Object "Button_03"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[13:22:15]	INFO    | +	 Adding button script to new gameObject
[13:22:15]	INFO    | +	 Adding box collider 2D to new gameObject
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | + Loading Game Object "Loading"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | + Loading Game Object "Loading"
[13:22:15]	INFO    | +	 Adding transform data to new gameObject
[13:22:15]	INFO    | +	 Adding Sprite to new gameObject
[13:22:15]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	INFO    | +	 Transform parent found
[13:22:15]	INFO    | +	 Transform parent found
[13:22:15]	        |
[13:22:15]	        |------------------------------------------------------------------------
[13:22:15]	        |
[13:22:15]	SUCCESS | Successfully loaded a new scene
