[13:10:04]	SUCCESS | Loaded texture "Assets/none.png"
[13:10:04]	ERROR   | Failed to open file "".
[13:10:04]	INFO    | - Unloading scene
[13:10:04]	        |
[13:10:04]	        |------------------------------------------------------------------------
[13:10:04]	        |
[13:10:04]	ERROR   | Failed to load scene
[13:10:16]	INFO    | + Loading Game Object "BackGroung"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
[13:10:16]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[13:10:16]	SUCCESS | Vertex shader ->	Successfully compiled
[13:10:16]	SUCCESS | Fragment shader ->	Successfully compiled
[13:10:16]	SUCCESS | Shader program ->	Successfully linked
[13:10:16]	INFO    | +	 Adding Sprite to new gameObject
[13:10:16]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[13:10:16]	        |
[13:10:16]	        |------------------------------------------------------------------------
[13:10:16]	        |
[13:10:16]	INFO    | + Loading Game Object "Button_01"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
[13:10:16]	INFO    | +	 Adding Sprite to new gameObject
[13:10:16]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[13:10:16]	INFO    | +	 Adding button script to new gameObject
[13:10:16]	INFO    | +	 Adding box collider 2D to new gameObject
[13:10:16]	        |
[13:10:16]	        |------------------------------------------------------------------------
[13:10:16]	        |
[13:10:16]	INFO    | + Loading Game Object "Button_02"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
[13:10:16]	INFO    | +	 Adding Sprite to new gameObject
[13:10:16]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[13:10:16]	INFO    | +	 Adding button script to new gameObject
[13:10:16]	INFO    | +	 Adding box collider 2D to new gameObject
[13:10:16]	        |
[13:10:16]	        |------------------------------------------------------------------------
[13:10:16]	        |
[13:10:16]	INFO    | + Loading Game Object "Button_03"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
[13:10:16]	INFO    | +	 Adding Sprite to new gameObject
[13:10:16]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[13:10:16]	INFO    | +	 Adding button script to new gameObject
[13:10:16]	INFO    | +	 Adding box collider 2D to new gameObject
[13:10:16]	        |
[13:10:16]	        |------------------------------------------------------------------------
[13:10:16]	        |
[13:10:16]	INFO    | + Loading Game Object "Loading"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
[13:10:16]	INFO    | +	 Adding Sprite to new gameObject
[13:10:16]	SUCCESS | Loaded texture "Assets/Loading.png"
[13:10:16]	        |
[13:10:16]	        |------------------------------------------------------------------------
[13:10:16]	        |
[13:10:16]	INFO    | + Loading Game Object "Loading"
[13:10:16]	INFO    | +	 Adding transform data to new gameObject
