[11:25:56]	SUCCESS | Loaded texture "Assets/none.png"
[11:25:56]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:25:56]	SUCCESS | Vertex shader ->	Successfully compiled
[11:25:56]	SUCCESS | Fragment shader ->	Successfully compiled
[11:25:56]	SUCCESS | Shader program ->	Successfully linked
[11:25:56]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:25:56]	SUCCESS | Vertex shader ->	Successfully compiled
[11:25:56]	SUCCESS | Fragment shader ->	Successfully compiled
[11:25:56]	SUCCESS | Shader program ->	Successfully linked
[11:25:56]	ERROR   | Failed to open file "".
[11:25:56]	INFO    | - Unloading scene
[11:25:56]	        |
[11:25:56]	        |------------------------------------------------------------------------
[11:25:56]	        |
[11:25:56]	ERROR   | Failed to load scene
[11:25:58]	INFO    | + Loading Game Object "BackGroung"
[11:25:58]	INFO    | +	 Adding transform data to new gameObject
[11:25:58]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:25:58]	SUCCESS | Vertex shader ->	Successfully compiled
[11:25:58]	SUCCESS | Fragment shader ->	Successfully compiled
[11:25:58]	SUCCESS | Shader program ->	Successfully linked
[11:25:58]	INFO    | +	 Adding Sprite to new gameObject
[11:25:58]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[11:25:58]	        |
[11:25:58]	        |------------------------------------------------------------------------
[11:25:58]	        |
[11:25:58]	INFO    | + Loading Game Object "Button_01"
[11:25:58]	INFO    | +	 Adding transform data to new gameObject
[11:25:58]	INFO    | +	 Adding Sprite to new gameObject
[11:25:58]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:25:58]	INFO    | +	 Adding button script to new gameObject
[11:25:58]	INFO    | +	 Adding box collider 2D to new gameObject
[11:25:58]	        |
[11:25:58]	        |------------------------------------------------------------------------
[11:25:58]	        |
[11:25:58]	INFO    | + Loading Game Object "Button_02"
[11:25:58]	INFO    | +	 Adding transform data to new gameObject
[11:25:58]	INFO    | +	 Adding Sprite to new gameObject
[11:25:58]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:25:58]	INFO    | +	 Adding button script to new gameObject
[11:25:58]	INFO    | +	 Adding box collider 2D to new gameObject
[11:25:58]	        |
[11:25:58]	        |------------------------------------------------------------------------
[11:25:58]	        |
[11:25:58]	INFO    | + Loading Game Object "Button_03"
[11:25:58]	INFO    | +	 Adding transform data to new gameObject
[11:25:58]	INFO    | +	 Adding Sprite to new gameObject
[11:25:58]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:25:58]	INFO    | +	 Adding button script to new gameObject
[11:25:58]	INFO    | +	 Adding box collider 2D to new gameObject
[11:25:58]	        |
[11:25:58]	        |------------------------------------------------------------------------
[11:25:58]	        |
[11:25:58]	INFO    | + Loading Game Object "Loading"
[11:25:58]	INFO    | +	 Adding transform data to new gameObject
