[11:05:52]	INFO    | Creating GLFW Window
[11:05:55]	INFO    | Creating ResourcesManager
[11:05:55]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/abnes.ttf"
[11:05:55]	SUCCESS | FreeType -> loaded font : "Resource/Fonts/arial.ttf"
[11:05:55]	SUCCESS | Loaded texture "Assets/none.png"
[11:05:55]	INFO    | + Loading Shaders "Resource/Shader/Text.shad"
[11:05:55]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Shader program ->	Successfully linked
[11:05:55]	        |
[11:05:55]	        |------------------------------------------------------------------------
[11:05:55]	        |
[11:05:55]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:05:55]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Shader program ->	Successfully linked
[11:05:55]	        |
[11:05:55]	        |------------------------------------------------------------------------
[11:05:55]	        |
[11:05:55]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:05:55]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:05:55]	SUCCESS | Shader program ->	Successfully linked
[11:05:55]	        |
[11:05:55]	        |------------------------------------------------------------------------
[11:05:55]	        |
[11:05:55]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[11:05:57]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:05:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:05:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:05:57]	SUCCESS | Shader program ->	Successfully linked
[11:05:57]	        |
[11:05:57]	        |------------------------------------------------------------------------
[11:05:57]	        |
[11:05:57]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:05:57]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:05:57]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:05:57]	SUCCESS | Shader program ->	Successfully linked
[11:05:57]	        |
[11:05:57]	        |------------------------------------------------------------------------
[11:05:57]	        |
[11:05:57]	SUCCESS | Loaded texture "Assets/Loading.png"
[11:05:57]	INFO    | + Loading Game Object "Button_01"
[11:05:57]	INFO    | +	 Adding transform data to new gameObject
[11:05:57]	INFO    | +	 Adding Sprite to new gameObject
[11:05:57]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:05:57]	INFO    | +	 Adding button script to new gameObject
