[11:52:03]	INFO    | Creating GLFW Window
[11:52:06]	SUCCESS | Loaded texture "Assets/none.png"
[11:52:06]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[11:52:06]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:52:06]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:52:06]	SUCCESS | Shader program ->	Successfully linked
[11:52:06]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[11:52:06]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:52:06]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:52:06]	SUCCESS | Shader program ->	Successfully linked
[11:52:06]	SUCCESS | Opened file "Assets/defaultCubeMap.cubemap"
[11:52:09]	INFO    | + Loading Shaders "Resource/Shader/CubeMap.shad"
[11:52:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:52:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:52:09]	SUCCESS | Shader program ->	Successfully linked
[11:52:09]	INFO    | + Loading Game Object "Button_01"
[11:52:09]	INFO    | +	 Adding transform data to new gameObject
[11:52:09]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[11:52:09]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:52:09]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:52:09]	SUCCESS | Shader program ->	Successfully linked
[11:52:09]	INFO    | +	 Adding Sprite to new gameObject
[11:52:09]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[11:52:09]	INFO    | +	 Adding button script to new gameObject
[11:52:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:09]	INFO    | + Loading Game Object "Button_02"
[11:52:09]	INFO    | +	 Adding transform data to new gameObject
[11:52:09]	INFO    | +	 Adding Sprite to new gameObject
[11:52:09]	SUCCESS | Loaded texture "Assets/ButtonEdit.png"
[11:52:09]	INFO    | +	 Adding button script to new gameObject
[11:52:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:09]	INFO    | + Loading Game Object "Button_03"
[11:52:09]	INFO    | +	 Adding transform data to new gameObject
[11:52:09]	INFO    | +	 Adding Sprite to new gameObject
[11:52:09]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[11:52:09]	INFO    | +	 Adding button script to new gameObject
[11:52:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:09]	INFO    | + Loading Game Object "Button_04"
[11:52:09]	INFO    | +	 Adding transform data to new gameObject
[11:52:09]	INFO    | +	 Adding Sprite to new gameObject
[11:52:09]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[11:52:09]	INFO    | +	 Adding button script to new gameObject
[11:52:09]	INFO    | +	 Adding box collider 2D to new gameObject
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:09]	SUCCESS | Successfully loaded a new scene
[11:52:09]	        |
[11:52:09]	        |------------------------------------------------------------------------
[11:52:09]	        |
[11:52:12]	INFO    | + Loading Game Object "Wall_SciFi_01"
[11:52:12]	INFO    | +	 Adding transform data to new gameObject
[11:52:12]	INFO    | + Loading Shaders "Resource/Shader/Default.shad"
[11:52:12]	SUCCESS | Vertex Shader ->	Successfully compiled
[11:52:12]	SUCCESS | Fragment Shader ->	Successfully compiled
[11:52:12]	SUCCESS | Shader program ->	Successfully linked
[11:52:12]	INFO    | +	 Adding Model to new gameObject
[11:52:12]	INFO    | +		 Loading new OBJ file
[11:52:12]	        |
[11:52:12]	        |------------------------------------------------------------------------
[11:52:12]	        |
[11:52:12]	SUCCESS | Opened file "Assets/scifi_01.obj"
[11:52:12]	SUCCESS | Opened file "Assets/scifi_01.mtl"
[11:52:20]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_albedo.png"
[11:52:26]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Panel_4K_normal.png"
[11:52:26]	SUCCESS | Opened file "Assets/scifi_01.mtl"
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_011"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_012"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_013"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_014"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_015"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	INFO    | + Loading Game Object "Wall_SciFi_02"
[11:52:26]	INFO    | +	 Adding transform data to new gameObject
[11:52:26]	INFO    | +	 Adding Model to new gameObject
[11:52:26]	INFO    | +		 Loading new OBJ file
[11:52:26]	        |
[11:52:26]	        |------------------------------------------------------------------------
[11:52:26]	        |
[11:52:26]	SUCCESS | Opened file "Assets/scifi_02.obj"
[11:52:26]	SUCCESS | Opened file "Assets/scifi_02.mtl"
[11:52:27]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_albedo.png"
[11:52:28]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Fabric_1K_normal.png"
[11:52:28]	SUCCESS | Opened file "Assets/scifi_02.mtl"
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_021"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_022"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_023"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_024"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_025"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	INFO    | + Loading Game Object "Wall_SciFi_03"
[11:52:28]	INFO    | +	 Adding transform data to new gameObject
[11:52:28]	INFO    | +	 Adding Model to new gameObject
[11:52:28]	INFO    | +		 Loading new OBJ file
[11:52:28]	        |
[11:52:28]	        |------------------------------------------------------------------------
[11:52:28]	        |
[11:52:28]	SUCCESS | Opened file "Assets/scifi_03.obj"
[11:52:28]	SUCCESS | Opened file "Assets/scifi_03.mtl"
[11:52:29]	SUCCESS | Loaded texture "Assets/Textures/TexturesCom_Scifi_Floor2_1K_albedo.png"
[11:52:29]	SUCCESS | Opened file "Assets/scifi_03.mtl"
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Wall_SciFi_031"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Wall_SciFi_032"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Wall_SciFi_033"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Wall_SciFi_034"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Wall_SciFi_035"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	INFO    | + Loading Game Object "Box01"
[11:52:29]	INFO    | +	 Adding transform data to new gameObject
[11:52:29]	INFO    | +	 Adding Model to new gameObject
[11:52:29]	INFO    | +		 Loading new OBJ file
[11:52:29]	        |
[11:52:29]	        |------------------------------------------------------------------------
[11:52:29]	        |
[11:52:29]	SUCCESS | Opened file "Assets/Container/Container.obj"
[11:52:29]	SUCCESS | Opened file "Assets/Container/Container.mtl"
[11:52:37]	SUCCESS | Loaded texture "Assets/Container/LP_DefaultMaterial_BaseColor.png"
[11:52:38]	SUCCESS | Opened file "Assets/Container/Container.mtl"
[11:52:38]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:38]	        |
[11:52:38]	        |------------------------------------------------------------------------
[11:52:38]	        |
[11:52:38]	INFO    | + Loading Game Object "Box02"
[11:52:38]	INFO    | +	 Adding transform data to new gameObject
[11:52:38]	INFO    | +	 Adding Model to new gameObject
[11:52:38]	        |
[11:52:38]	        |------------------------------------------------------------------------
[11:52:38]	        |
[11:52:38]	INFO    | +	 Adding box collider 3D to new gameObject
[11:52:38]	        |
[11:52:38]	        |------------------------------------------------------------------------
[11:52:38]	        |
[11:52:38]	INFO    | + Loading Game Object "Box03"
[11:52:38]	INFO    | +	 Adding transform data to new gameObject
[11:52:38]	INFO    | +	 Adding Model to new gameObject
[11:52:38]	        |
[11:52:38]	        |------------------------------------------------------------------------
