[14:18:05]	SUCCESS | Loaded texture "Assets/none.png"
[14:18:05]	INFO    | + Loading Shaders "Resource/Shader/PostProcess.shad"
[14:18:05]	SUCCESS | Vertex shader ->	Successfully compiled
[14:18:05]	SUCCESS | Fragment shader ->	Successfully compiled
[14:18:05]	SUCCESS | Shader program ->	Successfully linked
[14:18:05]	INFO    | + Loading Shaders "Resource/Shader/GaussianBlur.shad"
[14:18:05]	SUCCESS | Vertex shader ->	Successfully compiled
[14:18:05]	SUCCESS | Fragment shader ->	Successfully compiled
[14:18:05]	SUCCESS | Shader program ->	Successfully linked
[14:18:05]	ERROR   | Failed to open file "".
[14:18:05]	INFO    | - Unloading scene
[14:18:05]	        |
[14:18:05]	        |------------------------------------------------------------------------
[14:18:05]	        |
[14:18:06]	ERROR   | Failed to load scene
[14:18:16]	INFO    | + Loading Game Object "BackGroung"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | + Loading Shaders "Resource/Shader/Sprite.shad"
[14:18:16]	SUCCESS | Vertex shader ->	Successfully compiled
[14:18:16]	SUCCESS | Fragment shader ->	Successfully compiled
[14:18:16]	SUCCESS | Shader program ->	Successfully linked
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/BlankSprite.png"
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | + Loading Game Object "Button_01"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/ButtonPlay.png"
[14:18:16]	INFO    | +	 Adding button script to new gameObject
[14:18:16]	INFO    | +	 Adding box collider 2D to new gameObject
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | + Loading Game Object "Button_02"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/ButtonLoad.png"
[14:18:16]	INFO    | +	 Adding button script to new gameObject
[14:18:16]	INFO    | +	 Adding box collider 2D to new gameObject
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | + Loading Game Object "Button_03"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/ButtonQuit.png"
[14:18:16]	INFO    | +	 Adding button script to new gameObject
[14:18:16]	INFO    | +	 Adding box collider 2D to new gameObject
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | + Loading Game Object "Loading"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/Loading.png"
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | + Loading Game Object "Loading"
[14:18:16]	INFO    | +	 Adding transform data to new gameObject
[14:18:16]	INFO    | +	 Adding Sprite to new gameObject
[14:18:16]	SUCCESS | Loaded texture "Assets/Loading.png"
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	INFO    | +	 Transform parent found
[14:18:16]	INFO    | +	 Transform parent found
[14:18:16]	        |
[14:18:16]	        |------------------------------------------------------------------------
[14:18:16]	        |
[14:18:16]	SUCCESS | Successfully loaded a new scene
[14:18:17]	INFO    | + Loading Game Object "PlatformGround"
